x, y,not,nand,and,orn,or,andn,nor,xor
35,23,0,20,17,18,0,0,0,4
36,23,1,21,17,19,0,0,0,3
37,23,2,22,17,19,0,0,0,2
38,23,2,22,17,20,0,0,0,2
39,23,3,21,17,20,0,0,0,1
40,23,4,20,16,21,0,0,0,0
41,23,4,19,16,22,0,0,0,0
42,23,5,18,16,21,0,0,0,0
43,23,6,17,16,20,0,0,0,0
44,23,7,16,16,20,0,0,0,0
45,23,7,15,16,19,0,0,0,0
46,23,8,14,16,19,0,0,0,0
47,23,9,13,16,18,0,0,0,0
48,23,10,12,16,18,0,0,0,0
49,23,11,11,16,17,0,0,0,0
50,23,10,10,16,17,0,0,0,0
51,23,9,9,16,16,0,0,0,0
52,23,8,8,16,16,0,0,0,0
53,23,7,7,16,16,0,0,0,0
54,23,6,6,16,16,0,0,0,0
55,23,5,5,16,16,0,0,0,0
56,23,4,4,16,15,0,0,0,0
57,23,3,3,16,15,0,0,0,0
58,23,2,2,16,15,0,0,0,0
0,24,0,2,15,14,1,1,1,1
1,24,0,2,15,14,2,2,2,2
2,24,0,1,15,14,3,3,3,3
3,24,0,1,15,14,4,4,4,4
4,24,0,1,15,14,5,5,5,5
5,24,0,1,15,14,6,6,4,6
6,24,0,0,15,14,7,7,4,7
7,24,0,1,15,14,8,8,3,8
8,24,0,1,15,14,9,9,2,9
9,24,0,1,15,14,10,10,0,10
10,24,0,1,15,14,11,11,0,11
11,24,0,1,15,14,12,12,0,12
12,24,0,2,16,14,11,13,0,13
13,24,0,2,16,14,10,14,0,14
14,24,0,3,16,14,10,15,0,15
15,24,0,3,16,14,9,15,0,16
16,24,0,4,17,14,8,14,0,17
17,24,0,4,18,14,7,13,0,18
18,24,0,5,19,14,6,12,0,17
19,24,0,5,20,14,5,11,0,16
20,24,0,6,21,14,4,10,0,15
21,24,0,7,22,14,3,10,0,15
22,24,0,8,23,14,3,9,0,14
23,24,0,9,24,14,2,8,0,13
24,24,0,9,23,14,0,7,0,12
25,24,0,10,22,14,0,6,0,11
26,24,0,11,21,15,0,5,0,10
27,24,0,12,21,15,0,4,0,9
28,24,0,13,20,15,0,4,0,9
29,24,0,14,19,15,0,3,0,8
30,24,0,15,19,15,0,2,0,7
31,24,0,16,18,16,0,2,0,7
32,24,0,17,18,16,0,0,0,6
33,24,0,18,17,17,0,0,0,5
34,24,0,19,17,17,0,0,0,5
35,24,1,20,17,18,0,0,0,4
36,24,1,21,16,18,0,0,0,3
37,24,2,22,16,19,0,0,0,3
38,24,3,22,16,19,0,0,0,2
39,24,3,21,16,20,0,0,0,2
40,24,4,20,16,21,0,0,0,1
41,24,5,19,15,22,0,0,0,0
42,24,5,18,15,21,0,0,0,0
43,24,6,17,15,20,0,0,0,0
44,24,7,16,15,19,0,0,0,0
45,24,8,15,15,19,0,0,0,0
46,24,8,14,15,18,0,0,0,0
47,24,9,13,15,18,0,0,0,0
48,24,10,12,15,17,0,0,0,0
49,24,11,11,15,17,0,0,0,0
50,24,10,10,15,16,0,0,0,0
51,24,9,9,15,16,0,0,0,0
52,24,8,8,15,15,0,0,0,0
53,24,7,7,15,15,0,0,0,0
54,24,6,6,15,15,0,0,0,0
55,24,5,5,15,15,0,0,0,0
56,24,4,4,15,15,0,0,0,0
57,24,3,3,15,14,0,0,0,0
58,24,2,3,15,14,0,0,0,0
0,25,0,3,14,13,1,1,1,1
1,25,0,2,14,13,2,2,2,2
2,25,0,2,14,13,3,3,3,3
3,25,0,2,14,13,4,4,4,4
4,25,0,2,14,13,5,5,5,5
5,25,0,2,14,13,6,6,4,6
6,25,0,1,14,13,7,7,3,7
7,25,0,1,14,13,8,8,3,8
8,25,0,2,14,13,9,9,2,9
9,25,0,2,14,13,10,10,0,10
10,25,0,2,14,13,11,11,0,11
11,25,0,2,15,13,12,12,0,12
12,25,0,2,15,13,11,13,0,13
13,25,0,3,15,13,11,14,0,14
14,25,0,3,15,13,10,15,0,15
15,25,0,4,16,13,9,15,0,16
16,25,0,4,17,13,8,14,0,17
17,25,0,5,18,13,7,13,0,18
18,25,0,5,19,13,6,12,0,17
19,25,0,6,20,13,5,11,0,16
20,25,0,6,21,13,4,10,0,16
21,25,0,7,22,13,4,9,0,15
22,25,0,8,23,13,3,9,0,14
23,25,0,9,24,13,2,8,0,13
24,25,0,10,23,13,1,7,0,12
25,25,0,10,22,14,0,6,0,11
26,25,0,11,21,14,0,5,0,10
27,25,0,12,20,14,0,4,0,10
28,25,0,13,20,14,0,3,0,9
29,25,0,14,19,14,0,3,0,8
30,25,0,15,18,15,0,2,0,8
31,25,0,16,18,15,0,0,0,7
32,25,0,17,17,16,0,0,0,6
33,25,0,18,17,16,0,0,0,6
34,25,0,19,16,17,0,0,0,5
35,25,1,20,16,17,0,0,0,4
36,25,2,21,16,18,0,0,0,4
37,25,2,22,15,18,0,0,0,3
38,25,3,22,15,19,0,0,0,3
39,25,4,21,15,20,0,0,0,2
40,25,4,20,15,21,0,0,0,2
41,25,5,19,15,22,0,0,0,1
42,25,6,18,14,21,0,0,0,0
43,25,6,17,14,20,0,0,0,0
44,25,7,16,14,19,0,0,0,0
45,25,8,15,14,18,0,0,0,0
46,25,9,14,14,18,0,0,0,0
47,25,9,13,14,17,0,0,0,0
48,25,10,12,14,17,0,0,0,0
49,25,11,11,14,16,0,0,0,0
50,25,10,10,14,16,0,0,0,0
51,25,9,9,14,15,0,0,0,0
52,25,8,8,14,15,0,0,0,0
53,25,7,7,14,14,0,0,0,0
54,25,6,6,14,14,0,0,0,0
55,25,5,5,14,14,0,0,0,0
56,25,4,4,14,14,0,0,0,0
57,25,3,4,14,14,0,0,0,0
58,25,2,3,14,13,0,0,0,0
0,26,0,3,13,12,1,1,1,1
1,26,0,3,13,12,2,2,2,2
2,26,0,3,13,12,3,3,3,3
3,26,0,3,13,12,4,4,4,4
4,26,0,3,13,12,5,5,5,5
5,26,0,2,13,12,6,6,4,6
6,26,0,2,13,12,7,7,3,7
7,26,0,2,13,12,8,8,2,8
8,26,0,2,13,12,9,9,2,9
9,26,0,3,13,12,10,10,0,10
10,26,0,3,14,12,11,11,0,11
11,26,0,3,14,12,12,12,0,12
12,26,0,3,14,12,12,13,0,13
13,26,0,3,14,12,11,14,0,14
14,26,0,4,15,12,10,15,0,15
15,26,0,4,16,12,9,15,0,16
16,26,0,5,17,12,8,14,0,17
17,26,0,5,18,12,7,13,0,18
18,26,0,6,19,12,6,12,0,17
19,26,0,6,20,12,5,11,0,17
20,26,0,7,21,12,5,10,0,16
21,26,0,7,22,12,4,9,0,15
22,26,0,8,23,12,3,8,0,14
23,26,0,9,23,12,2,8,0,13
24,26,0,10,23,13,2,7,0,12
25,26,0,11,22,13,0,6,0,11
26,26,0,11,21,13,0,5,0,11
27,26,0,12,20,13,0,4,0,10
28,26,0,13,19,13,0,3,0,9
29,26,0,14,19,14,0,2,0,9
30,26,0,15,18,14,0,2,0,8
31,26,0,16,17,15,0,0,0,7
32,26,0,17,17,15,0,0,0,7
33,26,0,18,16,16,0,0,0,6
34,26,1,19,16,16,0,0,0,5
35,26,1,20,15,17,0,0,0,5
36,26,2,21,15,17,0,0,0,4
37,26,3,22,15,18,0,0,0,4
38,26,3,22,14,19,0,0,0,3
39,26,4,21,14,20,0,0,0,3
40,26,5,20,14,21,0,0,0,2
41,26,5,19,14,21,0,0,0,2
42,26,6,18,14,21,0,0,0,1
43,26,7,17,13,20,0,0,0,1
44,26,7,16,13,19,0,0,0,0
45,26,8,15,13,18,0,0,0,0
46,26,9,14,13,17,0,0,0,0
47,26,10,13,13,17,0,0,0,0
48,26,10,12,13,16,0,0,0,0
49,26,11,11,13,16,0,0,0,0
50,26,10,10,13,15,0,0,0,0
51,26,9,9,13,15,0,0,0,0
52,26,8,8,13,14,0,0,0,0
53,26,7,7,13,14,0,0,0,0
54,26,6,6,13,13,0,0,0,0
55,26,5,5,13,13,0,0,0,0
56,26,4,5,13,13,0,0,0,0
57,26,3,4,13,13,0,0,0,0
58,26,2,4,13,13,0,0,0,0
0,27,0,4,12,12,1,1,1,1
1,27,0,4,12,11,2,2,2,2
2,27,0,4,12,11,3,3,3,3
3,27,0,4,12,11,4,4,4,4
4,27,0,3,12,11,5,5,5,5
5,27,0,3,12,11,6,6,4,6
6,27,0,3,12,11,7,7,3,7
7,27,0,3,12,11,8,8,2,8
8,27,0,3,12,11,9,9,0,9
9,27,0,3,13,11,10,10,0,10
10,27,0,4,13,11,11,11,0,11
11,27,0,4,13,11,12,12,0,12
12,27,0,4,13,11,12,13,0,13
13,27,0,4,14,11,11,14,0,14
14,27,0,4,15,11,10,15,0,15
15,27,0,5,16,11,9,15,0,16
16,27,0,5,17,11,8,14,0,17
17,27,0,6,18,11,7,13,0,18
18,27,0,6,19,11,6,12,0,18
19,27,0,7,20,11,6,11,0,17
20,27,0,7,21,11,5,10,0,16
21,27,0,8,22,11,4,9,0,15
22,27,0,8,23,11,3,8,0,14
23,27,0,9,23,12,3,7,0,13
24,27,0,10,22,12,2,7,0,12
25,27,0,11,22,12,1,6,0,12
26,27,0,12,21,12,0,5,0,11
27,27,0,12,20,12,0,4,0,10
28,27,0,13,19,13,0,3,0,10
29,27,0,14,18,13,0,2,0,9
30,27,0,15,18,14,0,0,0,8
31,27,0,16,17,14,0,0,0,8
32,27,0,17,16,15,0,0,0,7
33,27,1,18,16,15,0,0,0,6
34,27,1,19,15,16,0,0,0,6
35,27,2,20,15,16,0,0,0,5
36,27,2,21,14,17,0,0,0,5
37,27,3,22,14,18,0,0,0,4
38,27,4,22,14,19,0,0,0,4
39,27,4,21,13,20,0,0,0,3
40,27,5,20,13,20,0,0,0,3
41,27,6,19,13,21,0,0,0,2
42,27,6,18,13,20,0,0,0,2
43,27,7,17,13,20,0,0,0,2
44,27,8,16,12,19,0,0,0,1
45,27,8,15,12,18,0,0,0,1
46,27,9,14,12,17,0,0,0,0
47,27,10,13,12,16,0,0,0,0
48,27,11,12,12,16,0,0,0,0
49,27,11,11,12,15,0,0,0,0
50,27,10,10,12,15,0,0,0,0
51,27,9,9,12,14,0,0,0,0
52,27,8,8,12,14,0,0,0,0
53,27,7,7,12,13,0,0,0,0
54,27,6,6,12,13,0,0,0,0
55,27,5,6,12,12,0,0,0,0
56,27,4,5,12,12,0,0,0,0
57,27,3,5,12,12,0,0,0,0
58,27,2,4,12,12,0,0,0,0
0,28,0,5,11,11,1,1,1,1
1,28,0,5,11,11,2,2,2,2
2,28,0,5,11,10,3,3,3,3
3,28,0,4,11,10,4,4,4,4
4,28,0,4,11,10,5,5,5,5
5,28,0,4,11,10,6,6,4,6
6,28,0,4,11,10,7,7,3,7
7,28,0,4,11,10,8,8,2,8
8,28,0,4,12,10,9,9,1,9
9,28,0,4,12,10,10,10,0,10
10,28,0,4,12,10,11,11,0,11
11,28,0,5,12,10,12,12,0,12
12,28,0,5,13,10,12,13,0,13
13,28,0,5,14,10,11,14,0,14
14,28,0,5,15,10,10,15,0,15
15,28,0,5,16,10,9,15,0,16
16,28,0,6,17,10,8,14,0,17
17,28,0,6,18,10,7,13,0,18
18,28,0,7,19,10,7,12,0,18
19,28,0,7,20,10,6,11,0,17
20,28,0,8,21,10,5,10,0,16
21,28,0,8,22,10,4,9,0,15
22,28,0,9,23,11,4,8,0,14
23,28,0,9,23,11,3,7,0,13
24,28,0,10,22,11,2,6,0,13
25,28,0,11,21,11,2,6,0,12
26,28,0,12,21,11,0,5,0,11
27,28,0,13,20,12,0,4,0,11
28,28,0,13,19,12,0,3,0,10
29,28,0,14,18,13,0,2,0,9
30,28,0,15,17,13,0,0,0,9
31,28,0,16,17,14,0,0,0,8
32,28,1,17,16,14,0,0,0,7
33,28,1,18,15,15,0,0,0,7
34,28,2,19,15,15,0,0,0,6
35,28,2,20,14,16,0,0,0,6
36,28,3,21,14,17,0,0,0,5
37,28,3,22,13,18,0,0,0,5
38,28,4,22,13,19,0,0,0,4
39,28,5,21,13,19,0,0,0,4
40,28,5,20,12,20,0,0,0,3
41,28,6,19,12,21,0,0,0,3
42,28,7,18,12,20,0,0,0,3
43,28,7,17,12,19,0,0,0,2
44,28,8,16,12,19,0,0,0,2
45,28,9,15,11,18,0,0,0,2
46,28,9,14,11,17,0,0,0,1
47,28,10,13,11,16,0,0,0,1
48,28,11,12,11,15,0,0,0,0
49,28,11,11,11,15,0,0,0,0
50,28,10,10,11,14,0,0,0,0
51,28,9,9,11,14,0,0,0,0
52,28,8,8,11,13,0,0,0,0
53,28,7,7,11,13,0,0,0,0
54,28,6,7,11,12,0,0,0,0
55,28,5,6,11,12,0,0,0,0
56,28,4,6,11,11,0,0,0,0
57,28,3,5,11,11,0,0,0,0
58,28,2,5,11,11,0,0,0,0
0,29,0,6,10,10,1,1,1,1
1,29,0,6,10,10,2,2,2,2
2,29,0,5,10,10,3,3,3,3
3,29,0,5,10,9,4,4,4,4
4,29,0,5,10,9,5,5,5,5
5,29,0,5,10,9,6,6,4,6
6,29,0,5,10,9,7,7,3,7
7,29,0,5,11,9,8,8,2,8
8,29,0,5,11,9,9,9,2,9
9,29,0,5,11,9,10,10,0,10
10,29,0,5,11,9,11,11,0,11
11,29,0,5,12,9,12,12,0,12
12,29,0,6,13,9,12,13,0,13
13,29,0,6,14,9,11,14,0,14
14,29,0,6,15,9,10,15,0,15
15,29,0,6,16,9,9,15,0,16
16,29,0,6,17,9,8,14,0,17
17,29,0,7,18,9,8,13,0,18
18,29,0,7,19,9,7,12,0,18
19,29,0,8,20,9,6,11,0,17
20,29,0,8,21,9,5,10,0,16
21,29,0,9,22,10,5,9,0,15
22,29,0,9,23,10,4,8,0,14
23,29,0,10,23,10,3,7,0,14
24,29,0,10,22,10,3,6,0,13
25,29,0,11,21,10,2,5,0,12
26,29,0,12,20,11,1,5,0,12
27,29,0,13,20,11,0,4,0,11
28,29,0,14,19,12,0,3,0,10
29,29,0,14,18,12,0,2,0,10
30,29,0,15,17,13,0,0,0,9
31,29,0,16,16,13,0,0,0,8
32,29,1,17,16,14,0,0,0,8
33,29,2,18,15,14,0,0,0,7
34,29,2,19,14,15,0,0,0,7
35,29,3,20,14,16,0,0,0,6
36,29,3,21,13,17,0,0,0,6
37,29,4,22,13,18,0,0,0,5
38,29,4,22,12,18,0,0,0,5
39,29,5,21,12,19,0,0,0,4
40,29,6,20,12,20,0,0,0,4
41,29,6,19,11,21,0,0,0,4
42,29,7,18,11,20,0,0,0,3
43,29,8,17,11,19,0,0,0,3
44,29,8,16,11,18,0,0,0,3
45,29,9,15,11,18,0,0,0,2
46,29,10,14,10,17,0,0,0,2
47,29,10,13,10,16,0,0,0,2
48,29,11,12,10,15,0,0,0,1
49,29,11,11,10,14,0,0,0,1
50,29,10,10,10,14,0,0,0,1
51,29,9,9,10,13,0,0,0,1
52,29,8,8,10,13,0,0,0,1
53,29,7,8,10,12,0,0,0,1
54,29,6,7,10,12,0,0,0,0
55,29,5,7,10,11,0,0,0,1
56,29,4,6,10,11,0,0,0,1
57,29,3,6,10,10,0,0,0,1
58,29,2,6,10,10,0,0,0,1
0,30,0,7,9,9,1,1,1,2
1,30,0,6,9,9,2,2,2,2
2,30,0,6,9,9,3,3,3,3
3,30,0,6,9,9,4,4,4,4
4,30,0,6,9,8,5,5,5,5
5,30,0,6,9,8,6,6,4,6
6,30,0,6,10,8,7,7,3,7
7,30,0,6,10,8,8,8,3,8
8,30,0,6,10,8,9,9,2,9
9,30,0,6,10,8,10,10,0,10
10,30,0,6,11,8,11,11,0,11
11,30,0,6,12,8,12,12,0,12
12,30,0,6,13,8,12,13,0,13
13,30,0,7,14,8,11,14,0,14
14,30,0,7,15,8,10,15,0,15
15,30,0,7,16,8,9,15,0,16
16,30,0,7,17,8,9,14,0,17
17,30,0,7,18,8,8,13,0,18
18,30,0,8,19,8,7,12,0,18
19,30,0,8,20,8,6,11,0,17
20,30,0,9,21,9,6,10,0,16
21,30,0,9,22,9,5,9,0,15
22,30,0,10,23,9,4,8,0,15
23,30,0,10,23,9,4,7,0,14
24,30,0,11,22,9,3,6,0,13
25,30,0,11,21,10,2,5,0,13
26,30,0,12,20,10,2,4,0,12
27,30,0,13,19,11,1,4,0,11
28,30,0,14,19,11,0,3,0,11
29,30,0,15,18,12,0,2,0,10
30,30,0,15,17,12,0,0,0,9
31,30,1,16,16,13,0,0,0,9
32,30,1,17,15,13,0,0,0,8
33,30,2,18,15,14,0,0,0,8
34,30,3,19,14,15,0,0,0,7
35,30,3,20,13,16,0,0,0,7
36,30,4,21,13,17,0,0,0,6
37,30,4,22,12,17,0,0,0,6
38,30,5,22,12,18,0,0,0,5
39,30,5,21,11,19,0,0,0,5
40,30,6,20,11,20,0,0,0,5
41,30,7,19,11,21,0,0,0,4
42,30,7,18,10,20,0,0,0,4
43,30,8,17,10,19,0,0,0,4
44,30,9,16,10,18,0,0,0,3
45,30,9,15,10,17,0,0,0,3
46,30,10,14,10,17,0,0,0,3
47,30,11,13,9,16,0,0,0,2
48,30,11,12,9,15,0,0,0,2
49,30,11,11,9,14,0,0,0,2
50,30,10,10,9,13,0,0,0,2
51,30,9,9,9,13,0,0,0,2
52,30,8,9,9,12,0,0,0,2
53,30,7,8,9,12,0,0,0,2
54,30,6,8,9,11,0,0,0,1
55,30,5,7,9,11,0,0,0,1
56,30,4,7,9,10,0,0,0,2
57,30,3,7,9,10,0,0,0,2
58,30,2,7,9,9,0,0,0,2
0,31,0,7,8,8,1,1,1,3
1,31,0,7,8,8,2,2,2,3
2,31,0,7,8,8,3,3,3,3
3,31,0,7,8,8,4,4,4,4
4,31,0,7,8,8,5,5,5,5
5,31,0,7,9,7,6,6,4,6
6,31,0,7,9,7,7,7,4,7
7,31,0,7,9,7,8,8,3,8
8,31,0,7,9,7,9,9,2,9
9,31,0,7,10,7,10,10,0,10
10,31,0,7,11,7,11,11,0,11
11,31,0,7,12,7,12,12,0,12
12,31,0,7,13,7,12,13,0,13
13,31,0,7,14,7,11,14,0,14
14,31,0,8,15,7,10,15,0,15
15,31,0,8,16,7,10,15,0,16
16,31,0,8,17,7,9,14,0,17
17,31,0,8,18,7,8,13,0,18
18,31,0,8,19,7,7,12,0,18
19,31,0,9,20,8,7,11,0,17
20,31,0,9,21,8,6,10,0,16
21,31,0,10,22,8,5,9,0,16
22,31,0,10,23,8,5,8,0,15
23,31,0,11,23,8,4,7,0,14
24,31,0,11,22,9,3,6,0,14
25,31,0,12,21,9,3,5,0,13
26,31,0,12,20,10,2,4,0,12
27,31,0,13,19,10,2,3,0,12
28,31,0,14,18,11,1,3,0,11
29,31,1,15,18,11,0,2,0,10
30,31,1,16,17,12,0,0,0,10
31,31,1,16,16,12,0,0,0,9
32,31,2,17,15,13,0,0,0,9
33,31,2,18,14,14,0,0,0,8
34,31,3,19,14,15,0,0,0,8
35,31,4,20,13,16,0,0,0,7
36,31,4,21,12,16,0,0,0,7
37,31,5,22,12,17,0,0,0,6
38,31,5,22,11,18,0,0,0,6
39,31,6,21,11,19,0,0,0,6
40,31,6,20,10,20,0,0,0,5
41,31,7,19,10,21,0,0,0,5
42,31,8,18,10,20,0,0,0,5
43,31,8,17,9,19,0,0,0,4
44,31,9,16,9,18,0,0,0,4
45,31,10,15,9,17,0,0,0,4
46,31,10,14,9,16,0,0,0,3
47,31,11,13,9,16,0,0,0,3
48,31,12,12,8,15,0,0,0,3
49,31,11,11,8,14,0,0,0,3
50,31,10,10,8,13,0,0,0,3
51,31,9,10,8,12,0,0,0,3
52,31,8,9,8,12,0,0,0,3
53,31,7,9,8,11,0,0,0,2
54,31,6,8,8,11,0,0,0,2
55,31,5,8,8,10,0,0,0,2
56,31,4,8,8,10,0,0,0,2
57,31,3,8,8,9,0,0,0,3
58,31,2,8,8,9,0,0,0,3
0,32,0,8,7,8,1,1,1,4
1,32,0,8,7,7,2,2,2,4
2,32,0,8,7,7,3,3,3,4
3,32,0,8,7,7,4,4,4,4
4,32,0,8,8,7,5,5,5,5
5,32,0,8,8,7,6,6,5,6
6,32,0,8,8,6,7,7,4,7
7,32,0,8,8,6,8,8,3,8
8,32,0,8,9,6,9,9,2,9
9,32,0,8,10,6,10,10,0,10
10,32,0,8,11,6,11,11,0,11
11,32,0,8,12,6,12,12,0,12
12,32,0,8,13,6,12,13,0,13
13,32,0,8,14,6,11,14,0,14
14,32,0,8,15,6,11,15,0,15
15,32,0,9,16,6,10,15,0,16
16,32,0,9,17,6,9,14,0,17
17,32,0,9,18,6,8,13,0,18
18,32,0,9,19,7,8,12,0,18
19,32,0,9,20,7,7,11,0,17
20,32,0,10,21,7,6,10,0,17
21,32,0,10,22,7,6,9,0,16
22,32,0,11,23,7,5,8,0,15
23,32,0,11,23,8,4,7,0,15
24,32,0,12,22,8,4,6,0,14
25,32,0,12,21,9,3,5,0,13
26,32,0,13,20,9,3,4,0,13
27,32,0,13,19,10,2,3,0,12
28,32,1,14,18,10,2,2,0,11
29,32,1,15,17,11,0,2,0,11
30,32,2,16,17,11,0,0,0,10
31,32,2,17,16,12,0,0,0,10
32,32,2,17,15,13,0,0,0,9
33,32,3,18,14,14,0,0,0,9
34,32,3,19,13,15,0,0,0,8
35,32,4,20,13,15,0,0,0,8
36,32,5,21,12,16,0,0,0,7
37,32,5,22,11,17,0,0,0,7
38,32,6,22,11,18,0,0,0,7
39,32,6,21,10,19,0,0,0,6
40,32,7,20,10,20,0,0,0,6
41,32,7,19,9,21,0,0,0,6
42,32,8,18,9,20,0,0,0,5
43,32,9,17,9,19,0,0,0,5
44,32,9,16,8,18,0,0,0,5
45,32,10,15,8,17,0,0,0,4
46,32,11,14,8,16,0,0,0,4
47,32,11,13,8,15,0,0,0,4
48,32,12,12,8,15,0,0,0,4
49,32,11,11,7,14,0,0,0,4
50,32,10,11,7,13,0,0,0,4
51,32,9,10,7,12,0,0,0,4
52,32,8,10,7,11,0,0,0,3
53,32,7,9,7,11,0,0,0,3
54,32,6,9,7,10,0,0,0,3
55,32,5,9,7,10,0,0,0,3
56,32,4,9,7,9,0,0,0,3
57,32,3,9,7,9,0,0,0,3
58,32,2,8,7,8,0,0,0,4
0,33,0,9,6,7,1,1,1,5
1,33,0,9,6,7,2,2,2,5
2,33,0,9,6,6,3,3,3,5
3,33,0,9,7,6,4,4,4,5
4,33,0,9,7,6,5,5,5,5
5,33,0,9,7,6,6,6,5,6
6,33,0,9,7,6,7,7,4,7
7,33,0,9,8,5,8,8,3,8
8,33,0,9,9,5,9,9,2,9
9,33,0,9,10,5,10,10,0,10
10,33,0,9,11,5,11,11,0,11
11,33,0,9,12,5,12,12,0,12
12,33,0,9,13,5,12,13,0,13
13,33,0,9,14,5,12,14,0,14
14,33,0,9,15,5,11,15,0,15
15,33,0,9,16,5,10,15,0,16
16,33,0,10,17,5,9,14,0,17
17,33,0,10,18,6,9,13,0,18
18,33,0,10,19,6,8,12,0,18
19,33,0,10,20,6,7,11,0,18
20,33,0,10,21,6,7,10,0,17
21,33,0,11,22,6,6,9,0,16
22,33,0,11,23,7,5,8,0,16
23,33,0,12,23,7,5,7,0,15
24,33,0,12,22,8,4,6,0,14
25,33,0,13,21,8,4,5,0,14
26,33,0,13,20,9,3,4,0,13
27,33,1,14,19,9,3,3,0,12
28,33,1,14,18,10,2,2,0,12
29,33,2,15,17,10,1,0,0,11
30,33,2,16,16,11,0,0,0,11
31,33,3,17,16,12,0,0,0,10
32,33,3,18,15,13,0,0,0,10
33,33,3,18,14,14,0,0,0,9
34,33,4,19,13,14,0,0,0,9
35,33,4,20,12,15,0,0,0,8
36,33,5,21,12,16,0,0,0,8
37,33,6,22,11,17,0,0,0,8
38,33,6,22,10,18,0,0,0,7
39,33,7,21,10,19,0,0,0,7
40,33,7,20,9,20,0,0,0,7
41,33,8,19,9,21,0,0,0,6
42,33,8,18,8,20,0,0,0,6
43,33,9,17,8,19,0,0,0,6
44,33,10,16,8,18,0,0,0,5
45,33,10,15,7,17,0,0,0,5
46,33,11,14,7,16,0,0,0,5
47,33,12,13,7,15,0,0,0,5
48,33,12,12,7,14,0,0,0,5
49,33,11,12,7,14,0,0,0,5
50,33,10,11,6,13,0,0,0,5
51,33,9,11,6,12,0,0,0,4
52,33,8,10,6,11,0,0,0,4
53,33,7,10,6,10,0,0,0,4
54,33,6,10,6,10,0,0,0,4
55,33,5,10,6,9,0,0,0,4
56,33,4,10,6,9,0,0,0,4
57,33,3,9,6,8,0,0,0,4
58,33,2,9,6,8,0,0,0,4
0,34,0,10,5,7,1,1,1,5
1,34,0,10,5,6,2,2,2,6
2,34,0,10,6,6,3,3,3,6
3,34,0,10,6,5,4,4,4,6
4,34,0,10,6,5,5,5,5,6
5,34,0,10,6,5,6,6,5,6
6,34,0,10,7,5,7,7,4,7
7,34,0,10,8,5,8,8,3,8
8,34,0,10,9,4,9,9,2,9
9,34,0,10,10,4,10,10,0,10
10,34,0,10,11,4,11,11,0,11
11,34,0,10,12,4,12,12,0,12
12,34,0,10,13,4,13,13,0,13
13,34,0,10,14,4,12,14,0,14
14,34,0,10,15,4,11,15,0,15
15,34,0,10,16,4,10,15,0,16
16,34,0,10,17,5,10,14,0,17
17,34,0,11,18,5,9,13,0,18
18,34,0,11,19,5,8,12,0,19
19,34,0,11,20,5,8,11,0,18
20,34,0,11,21,5,7,10,0,17
21,34,0,11,22,6,6,9,0,17
22,34,0,12,23,6,6,8,0,16
23,34,0,12,23,7,5,7,0,15
24,34,0,13,22,7,5,6,0,15
25,34,1,13,21,8,4,5,0,14
26,34,1,14,20,8,4,4,0,13
27,34,1,14,19,9,3,3,0,13
28,34,2,15,18,9,2,2,0,12
29,34,2,15,17,10,2,1,0,12
30,34,3,16,16,11,1,0,0,11
31,34,3,17,15,12,0,0,0,11
32,34,4,18,15,13,0,0,0,10
33,34,4,19,14,13,0,0,0,10
34,34,4,19,13,14,0,0,0,9
35,34,5,20,12,15,0,0,0,9
36,34,5,21,11,16,0,0,0,9
37,34,6,22,11,17,0,0,0,8
38,34,7,22,10,18,0,0,0,8
39,34,7,21,9,19,0,0,0,8
40,34,8,20,9,20,0,0,0,7
41,34,8,19,8,21,0,0,0,7
42,34,9,18,8,20,0,0,0,7
43,34,9,17,7,19,0,0,0,6
44,34,10,16,7,18,0,0,0,6
45,34,11,15,7,17,0,0,0,6
46,34,11,14,6,16,0,0,0,6
47,34,12,13,6,15,0,0,0,6
48,34,12,13,6,14,0,0,0,6
49,34,11,12,6,13,0,0,0,6
50,34,10,12,6,13,0,0,0,5
51,34,9,11,5,12,0,0,0,5
52,34,8,11,5,11,0,0,0,5
53,34,7,11,5,10,0,0,0,5
54,34,6,11,5,9,0,0,0,5
55,34,5,11,5,9,0,0,0,5
56,34,4,10,5,8,0,0,0,5
57,34,3,10,5,8,0,0,0,5
58,34,2,10,5,7,0,0,0,5
0,35,0,11,4,6,1,1,1,6
1,35,0,11,5,6,2,2,2,6
2,35,0,11,5,5,3,3,3,7
3,35,0,11,5,5,4,4,4,7
4,35,0,11,5,4,5,5,5,7
5,35,0,11,6,4,6,6,5,7
6,35,0,11,7,4,7,7,4,7
7,35,0,11,8,4,8,8,3,8
8,35,0,11,9,4,9,9,2,9
9,35,0,11,10,3,10,10,1,10
10,35,0,11,11,3,11,11,0,11
11,35,0,11,12,3,12,12,0,12
12,35,0,11,13,3,13,13,0,13
13,35,0,11,14,3,12,14,0,14
14,35,0,11,15,3,11,15,0,15
15,35,0,11,16,4,11,15,0,16
16,35,0,11,17,4,10,14,0,17
17,35,0,11,18,4,9,13,0,18
18,35,0,12,19,4,9,12,0,19
19,35,0,12,20,4,8,11,0,18
20,35,0,12,21,5,7,10,0,18
21,35,0,12,22,5,7,9,0,17
22,35,0,12,23,6,6,8,0,16
23,35,1,13,23,6,6,7,0,16
24,35,1,13,22,7,5,6,0,15
