task,x,y,update,rep,environment
6,35,12,3497,162,50048
7,30,41,4878,162,50048
8,53,21,1764,162,50048
9,53,27,43417,162,50048
1,29,36,3127,520,50061
2,22,22,5212,520,50061
3,26,17,6818,520,50061
4,54,54,1110,520,50061
5,59,21,3206,520,50061
6,19,9,4695,520,50061
7,31,37,2843,520,50061
8,15,11,4654,520,50061
9,30,13,5502,520,50061
1,5,54,3681,557,50061
2,15,25,4748,557,50061
3,50,20,11889,557,50061
4,51,30,811,557,50061
5,50,33,5212,557,50061
6,16,11,11108,557,50061
7,23,6,1235,557,50061
8,12,7,5217,557,50061
9,19,9,11104,557,50061
1,52,44,477,478,50060
2,31,34,4206,478,50060
3,0,36,2687,478,50060
4,35,39,4416,478,50060
5,25,33,3404,478,50060
6,38,10,767,478,50060
7,3,10,3428,478,50060
8,33,24,13256,478,50060
9,33,29,15069,478,50060
1,20,11,1560,496,50060
2,18,20,2537,496,50060
3,18,10,1510,496,50060
4,14,29,2627,496,50060
5,24,42,2092,496,50060
6,31,18,1227,496,50060
7,21,20,2504,496,50060
8,31,53,6751,496,50060
9,55,20,4876,496,50060
1,39,40,12664,882,50065
2,30,25,3134,882,50065
3,54,9,2961,882,50065
4,57,24,2122,882,50065
5,30,43,2812,882,50065
6,54,24,858,882,50065
7,57,36,1738,882,50065
8,56,29,543,882,50065
9,39,40,12665,882,50065
1,54,28,4413,638,50062
2,1,35,1437,638,50062
3,37,1,5996,638,50062
4,55,20,9040,638,50062
5,28,18,15607,638,50062
6,32,23,1207,638,50062
7,8,14,4309,638,50062
8,38,14,9431,638,50062
9,20,13,15916,638,50062
1,15,48,10994,888,50065
2,38,57,3171,888,50065
3,35,6,3388,888,50065
4,32,1,3502,888,50065
5,39,16,3590,888,50065
6,7,4,2732,888,50065
7,33,0,3262,888,50065
8,30,3,1387,888,50065
9,35,28,50590,888,50065
1,53,32,54919,811,50065
2,52,39,4225,811,50065
3,26,37,4539,811,50065
4,12,52,3957,811,50065
5,19,58,4868,811,50065
6,18,52,2853,811,50065
7,32,52,3091,811,50065
8,41,26,1595,811,50065
9,31,37,74249,811,50065
1,25,37,13734,866,50065
2,19,30,2917,866,50065
3,33,30,2667,866,50065
4,21,16,2507,866,50065
5,33,25,3092,866,50065
6,3,35,807,866,50065
7,22,27,2042,866,50065
8,18,25,1233,866,50065
9,34,23,6381,866,50065
1,3,13,1853,632,50062
2,34,43,1560,632,50062
3,20,22,45182,632,50062
4,56,16,21422,632,50062
5,26,22,84396,632,50062
6,40,32,1201,632,50062
7,46,2,19339,632,50062
8,54,11,24586,632,50062
1,12,0,4058,645,50062
2,50,49,2078,645,50062
3,34,15,6566,645,50062
4,53,58,5206,645,50062
5,14,11,15334,645,50062
6,31,6,991,645,50062
7,13,3,4135,645,50062
8,52,57,5282,645,50062
9,54,59,12811,645,50062
1,52,0,8452,608,50062
2,55,29,1465,608,50062
3,10,17,13538,608,50062
4,37,8,10174,608,50062
5,48,13,24497,608,50062
6,51,27,2410,608,50062
7,53,12,11277,608,50062
8,53,13,10847,608,50062
9,0,17,48753,608,50062
1,7,26,3758,691,50062
2,41,19,2000,691,50062
3,12,20,5981,691,50062
4,33,21,6435,691,50062
6,6,39,909,691,50062
7,25,46,4719,691,50062
8,7,24,5299,691,50062
9,18,37,70016,691,50062
1,36,32,18451,856,50065
2,23,53,4711,856,50065
3,32,3,4225,856,50065
4,35,20,3558,856,50065
5,38,57,4701,856,50065
6,40,11,1663,856,50065
7,29,4,2177,856,50065
8,8,39,1574,856,50065
9,37,33,18447,856,50065
1,37,52,6973,821,50065
2,36,28,2950,821,50065
3,34,37,4390,821,50065
4,29,9,2434,821,50065
5,25,54,3853,821,50065
6,39,32,1972,821,50065
7,25,7,2324,821,50065
8,9,50,542,821,50065
9,40,38,4773,821,50065
1,18,48,2960,675,50062
2,28,48,2086,675,50062
3,59,14,11252,675,50062
4,35,9,10235,675,50062
5,17,6,26827,675,50062
6,38,50,747,675,50062
7,26,30,3095,675,50062
8,51,27,8345,675,50062
9,6,58,75006,675,50062
1,58,50,4109,602,50062
2,50,3,1413,602,50062
3,53,40,9368,602,50062
4,40,0,6687,602,50062
5,13,41,13498,602,50062
6,31,15,610,602,50062
7,44,59,5260,602,50062
8,50,0,6098,602,50062
9,13,31,14713,602,50062
1,39,40,8672,6,50047
2,32,20,1331,6,50047
3,51,20,15360,6,50047
4,0,7,4942,6,50047
5,11,15,2311,6,50047
6,13,24,847,6,50047
7,44,40,8471,6,50047
8,44,40,8128,6,50047
9,40,18,15887,6,50047
1,29,29,10749,37,50047
2,7,9,2941,37,50047
3,35,12,32100,37,50047
4,48,29,7905,37,50047
5,59,53,996,37,50047
6,42,34,1574,37,50047
7,28,42,13055,37,50047
8,7,11,5121,37,50047
9,37,17,26923,37,50047
1,6,57,6786,40,50047
2,49,37,4594,40,50047
3,47,20,15445,40,50047
4,50,17,13596,40,50047
5,16,56,1771,40,50047
6,3,58,944,40,50047
7,55,33,5623,40,50047
8,22,13,6257,40,50047
9,40,12,18165,40,50047
1,46,40,1010,158,50048
2,28,31,1191,158,50048
3,15,46,2449,158,50048
4,33,30,14737,158,50048
5,28,31,1588,158,50048
6,30,41,1903,158,50048
7,57,41,2501,158,50048
8,27,31,1382,158,50048
9,7,52,17376,158,50048
1,54,4,2119,583,50061
2,18,3,3728,583,50061
3,7,4,6332,583,50061
4,32,16,920,583,50061
5,49,3,2295,583,50061
6,21,19,3739,583,50061
7,58,25,1148,583,50061
8,10,14,3825,583,50061
9,28,19,43859,583,50061
1,11,18,4100,316,50013
2,14,30,4048,316,50013
3,52,38,17428,316,50013
4,13,5,4561,316,50013
5,46,59,1072,316,50013
6,23,48,5922,316,50013
7,23,48,5923,316,50013
8,55,5,3987,316,50013
9,29,46,12603,316,50013
1,19,48,1821,361,50013
2,9,16,3781,361,50013
3,7,11,4087,361,50013
4,10,15,3798,361,50013
5,42,38,638,361,50013
6,4,27,3303,361,50013
7,13,28,3132,361,50013
8,38,40,736,361,50013
9,11,19,3828,361,50013
1,56,19,543,442,50060
2,1,34,2567,442,50060
3,20,44,2474,442,50060
4,34,19,5226,442,50060
5,15,32,2872,442,50060
6,25,44,553,442,50060
7,8,4,2651,442,50060
8,29,17,9361,442,50060
9,42,32,9177,442,50060
1,32,18,574,435,50060
2,10,27,1721,435,50060
3,13,30,1299,435,50060
4,38,27,2547,435,50060
5,11,29,1366,435,50060
6,55,26,522,435,50060
7,42,24,1966,435,50060
8,22,20,14451,435,50060
9,40,26,14933,435,50060
1,17,33,1640,152,50048
2,6,10,2925,152,50048
3,8,9,3334,152,50048
4,24,44,8728,152,50048
5,14,19,4267,152,50048
6,13,11,2282,152,50048
7,15,21,4505,152,50048
8,16,49,1952,152,50048
9,22,20,6329,152,50048
1,21,16,706,125,50048
2,15,25,1243,125,50048
3,16,9,2090,125,50048
4,38,19,17733,125,50048
5,22,31,2373,125,50048
6,11,6,2357,125,50048
7,17,25,2519,125,50048
8,25,11,861,125,50048
9,15,24,17528,125,50048
1,39,37,2224,567,50061
2,28,24,3347,567,50061
3,38,18,7157,567,50061
4,18,58,1000,567,50061
5,58,23,3317,567,50061
6,43,23,2871,567,50061
7,9,14,1926,567,50061
8,47,32,4024,567,50061
9,18,21,9557,567,50061
1,26,44,2683,510,50061
2,25,31,3090,510,50061
3,27,12,93302,510,50061
4,29,57,593,510,50061
5,13,17,3595,510,50061
6,17,20,3709,510,50061
7,21,43,2775,510,50061
8,14,23,4031,510,50061
9,19,24,47567,510,50061
1,15,58,883,385,50013
2,24,12,5554,385,50013
3,16,12,14803,385,50013
4,50,22,2420,385,50013
5,24,9,952,385,50013
6,28,35,1967,385,50013
7,12,0,974,385,50013
8,24,51,1617,385,50013
9,31,16,8191,385,50013
1,42,53,1108,589,50061
2,9,13,4112,589,50061
3,30,40,48727,589,50061
4,32,34,1380,589,50061
5,26,42,2897,589,50061
6,2,9,4827,589,50061
7,44,54,1214,589,50061
8,16,7,4376,589,50061
9,23,32,63450,589,50061
1,32,40,10255,880,50065
2,11,20,4951,880,50065
3,25,15,3538,880,50065
4,37,1,5265,880,50065
5,26,5,6240,880,50065
6,14,27,2285,880,50065
7,19,46,1793,880,50065
8,53,26,1497,880,50065
9,38,55,10339,880,50065
1,16,24,39951,819,50065
2,9,20,3794,819,50065
3,53,29,17495,819,50065
4,16,10,4321,819,50065
5,40,49,20810,819,50065
6,55,23,1957,819,50065
7,11,9,3050,819,50065
8,6,5,1292,819,50065
9,28,45,39640,819,50065
1,15,25,1175,715,50063
2,8,16,2216,715,50063
3,21,38,5350,715,50063
4,31,39,4393,715,50063
5,19,12,2158,715,50063
6,54,45,1958,715,50063
7,25,10,24062,715,50063
8,20,55,1883,715,50063
9,20,13,21272,715,50063
1,19,59,4998,630,50062
2,55,27,2889,630,50062
3,12,24,14691,630,50062
4,7,14,13902,630,50062
5,58,49,23401,630,50062
6,4,21,1348,630,50062
7,4,41,3399,630,50062
8,33,45,6722,630,50062
9,57,54,21186,630,50062
1,55,55,4916,647,50062
2,39,16,2503,647,50062
3,25,40,10845,647,50062
4,53,44,3689,647,50062
5,44,12,29233,647,50062
6,16,22,1232,647,50062
7,50,29,6374,647,50062
8,25,20,2766,647,50062
9,41,44,72186,647,50062
1,31,55,6520,813,50065
2,33,38,4636,813,50065
3,35,43,2007,813,50065
4,20,14,3872,813,50065
5,20,19,4401,813,50065
6,30,9,1993,813,50065
7,5,47,2656,813,50065
8,59,48,1180,813,50065
9,36,54,5759,813,50065
1,30,19,7017,864,50065
2,5,29,1977,864,50065
3,18,29,3801,864,50065
4,27,11,1342,864,50065
5,26,54,3314,864,50065
6,34,2,377,864,50065
7,30,1,948,864,50065
8,32,57,603,864,50065
9,26,20,10250,864,50065
1,4,45,2446,407,50060
2,35,24,5347,407,50060
3,2,46,2415,407,50060
4,30,43,5121,407,50060
5,32,23,10555,407,50060
6,54,21,2188,407,50060
7,3,1,2806,407,50060
8,12,16,32737,407,50060
9,24,16,32024,407,50060
1,30,48,1472,470,50060
2,30,21,2082,470,50060
3,33,8,2015,470,50060
4,23,19,2349,470,50060
5,40,25,2143,470,50060
6,25,16,468,470,50060
7,26,23,2420,470,50060
8,37,10,3552,470,50060
9,42,27,5624,470,50060
1,32,40,2230,528,50061
2,32,14,2852,528,50061
3,24,19,12745,528,50061
4,21,55,764,528,50061
5,20,9,3782,528,50061
6,26,33,3951,528,50061
7,23,4,1600,528,50061
8,31,30,3952,528,50061
9,16,16,11672,528,50061
1,58,35,2617,353,50013
2,53,47,2595,353,50013
3,37,42,29808,353,50013
4,43,59,2276,353,50013
5,20,23,1360,353,50013
6,47,45,2529,353,50013
7,45,46,2994,353,50013
8,55,22,1205,353,50013
9,42,49,30115,353,50013
1,25,19,1344,324,50013
2,1,30,2270,324,50013
3,52,13,5400,324,50013
4,36,13,1802,324,50013
5,20,5,422,324,50013
6,41,4,3562,324,50013
7,14,28,1791,324,50013
8,13,4,1099,324,50013
9,49,45,3693,324,50013
1,50,25,1612,184,50048
2,51,11,2398,184,50048
3,13,53,3190,184,50048
4,43,28,16017,184,50048
5,46,11,3367,184,50048
6,30,16,3380,184,50048
7,48,10,3518,184,50048
8,52,10,2092,184,50048
9,55,31,32674,184,50048
1,58,30,11333,72,50047
2,5,17,2633,72,50047
3,40,30,61103,72,50047
4,11,1,4473,72,50047
5,53,33,2335,72,50047
6,4,24,1161,72,50047
7,58,44,32663,72,50047
8,6,3,3777,72,50047
9,42,1,62328,72,50047
1,30,38,1708,522,50061
2,19,36,2834,522,50061
3,20,13,16577,522,50061
4,23,18,904,522,50061
5,9,17,4415,522,50061
6,32,19,3393,522,50061
7,33,36,1491,522,50061
8,52,16,4848,522,50061
9,33,18,11204,522,50061
1,16,8,2114,555,50061
2,6,11,2825,555,50061
3,51,28,7034,555,50061
4,26,54,1783,555,50061
5,25,26,3703,555,50061
6,45,29,4213,555,50061
7,38,57,1758,555,50061
8,22,29,3365,555,50061
9,14,22,9398,555,50061
1,47,48,2195,359,50013
2,18,3,3729,359,50013
3,20,42,6921,359,50013
4,26,16,3943,359,50013
5,20,40,823,359,50013
6,1,25,3919,359,50013
7,14,41,4549,359,50013
8,51,37,921,359,50013
9,27,29,6754,359,50013
1,33,4,7430,96,50047
2,48,9,3760,96,50047
3,31,41,13875,96,50047
4,44,57,5520,96,50047
5,48,28,1146,96,50047
6,6,44,1363,96,50047
7,35,0,6580,96,50047
8,42,57,4045,96,50047
9,38,25,24981,96,50047
1,34,40,702,117,50048
2,34,24,1207,117,50048
3,33,35,3282,117,50048
4,46,25,8779,117,50048
5,36,25,1908,117,50048
6,23,19,2096,117,50048
7,51,8,2197,117,50048
8,40,31,561,117,50048
9,50,33,18035,117,50048
1,52,6,504,160,50048
2,5,3,2835,160,50048
3,18,31,4831,160,50048
4,59,8,16545,160,50048
5,30,58,4137,160,50048
6,45,10,3881,160,50048
7,23,30,5491,160,50048
8,31,39,1958,160,50048
9,50,20,16849,160,50048
1,56,34,4609,78,50047
2,15,42,2417,78,50047
3,35,6,58753,78,50047
4,15,46,3357,78,50047
5,12,37,2217,78,50047
6,0,16,1222,78,50047
7,40,40,25639,78,50047
8,32,44,9200,78,50047
9,39,43,65960,78,50047
1,39,35,656,500,50060
2,28,33,6341,500,50060
3,46,36,1945,500,50060
4,25,36,8536,500,50060
5,29,30,2698,500,50060
6,36,58,1708,500,50060
7,19,19,5919,500,50060
8,23,24,24090,500,50060
9,33,33,23921,500,50060
1,0,46,1905,494,50060
2,27,51,2733,494,50060
3,13,46,2163,494,50060
4,25,47,2655,494,50060
5,30,23,3269,494,50060
6,34,28,1242,494,50060
7,0,37,2469,494,50060
8,32,24,5321,494,50060
9,36,32,15415,494,50060
1,14,12,8195,845,50065
2,50,33,2451,845,50065
3,17,35,3236,845,50065
4,58,54,3555,845,50065
5,32,25,6664,845,50065
6,19,44,2278,845,50065
7,26,47,2790,845,50065
8,38,37,1013,845,50065
9,17,16,7596,845,50065
1,53,46,43524,832,50065
2,32,57,3731,832,50065
3,57,54,3819,832,50065
4,51,58,4601,832,50065
5,49,11,5344,832,50065
6,39,24,2093,832,50065
7,42,52,3934,832,50065
8,54,10,1169,832,50065
9,14,40,43035,832,50065
1,22,20,1799,688,50062
2,23,20,1289,688,50062
3,27,26,1888,688,50062
4,27,31,2630,688,50062
5,26,4,12620,688,50062
6,20,16,1038,688,50062
7,24,17,1360,688,50062
8,23,19,1155,688,50062
9,42,49,11691,688,50062
1,2,37,4170,666,50062
2,25,4,3003,666,50062
3,54,44,7760,666,50062
4,56,53,6791,666,50062
5,25,53,79576,666,50062
6,0,45,976,666,50062
7,1,46,7745,666,50062
8,52,58,8025,666,50062
9,28,16,11192,666,50062
1,21,32,2370,611,50062
2,9,0,2371,611,50062
3,2,8,35935,611,50062
4,57,10,8625,611,50062
6,16,24,1367,611,50062
7,44,19,9902,611,50062
8,50,26,9567,611,50062
1,46,40,11426,838,50065
2,55,21,4196,838,50065
3,28,34,4818,838,50065
4,0,41,3301,838,50065
5,38,33,4977,838,50065
6,40,54,1637,838,50065
7,0,41,3276,838,50065
8,48,24,993,838,50065
9,45,34,14452,838,50065
1,37,37,3038,600,50061
2,16,17,4101,600,50061
3,34,31,7482,600,50061
4,5,5,1171,600,50061
5,33,34,4531,600,50061
6,6,13,4714,600,50061
7,17,8,1937,600,50061
8,37,21,4284,600,50061
9,16,29,8810,600,50061
1,8,20,1424,682,50062
2,7,20,1550,682,50062
3,46,6,13809,682,50062
4,47,36,13896,682,50062
5,43,37,63378,682,50062
6,14,57,667,682,50062
7,35,55,4805,682,50062
8,41,34,3721,682,50062
9,54,36,37208,682,50062
1,53,15,7209,59,50047
2,27,40,3353,59,50047
3,3,19,24549,59,50047
4,49,16,7684,59,50047
5,46,30,690,59,50047
6,41,41,589,59,50047
7,35,36,5375,59,50047
8,3,24,2549,59,50047
9,38,30,24213,59,50047
1,11,36,721,141,50048
2,15,32,1832,141,50048
3,10,56,3851,141,50048
4,33,18,65922,141,50048
5,13,16,2837,141,50048
6,29,49,5103,141,50048
7,51,19,9552,141,50048
8,9,25,1329,141,50048
9,27,6,64175,141,50048
1,15,34,892,136,50048
2,30,45,4110,136,50048
3,48,20,5709,136,50048
4,24,25,29754,136,50048
5,24,7,5814,136,50048
6,45,18,5706,136,50048
7,50,26,5799,136,50048
8,13,6,869,136,50048
9,35,40,97995,136,50048
1,20,28,2808,378,50013
2,6,24,3569,378,50013
3,27,22,15292,378,50013
4,39,18,3484,378,50013
5,16,13,1575,378,50013
6,30,21,8094,378,50013
7,35,14,3116,378,50013
8,57,54,1396,378,50013
9,35,41,14447,378,50013
1,43,35,3942,574,50061
2,54,46,4561,574,50061
3,12,18,23421,574,50061
4,43,44,704,574,50061
5,20,47,5277,574,50061
6,1,22,5985,574,50061
7,41,42,1205,574,50061
8,21,23,6948,574,50061
9,17,20,19649,574,50061
1,36,28,2145,503,50061
2,17,26,4082,503,50061
3,18,16,12864,503,50061
4,45,23,1342,503,50061
5,27,18,3549,503,50061
6,24,11,3401,503,50061
7,28,21,1638,503,50061
8,17,8,3021,503,50061
9,21,8,12583,503,50061
1,44,16,1798,396,50013
2,26,42,2914,396,50013
3,42,38,8015,396,50013
4,23,34,2435,396,50013
5,33,30,1144,396,50013
6,27,23,6262,396,50013
7,41,11,3384,396,50013
8,8,38,508,396,50013
9,31,36,18378,396,50013
1,54,54,1427,451,50060
2,12,19,3708,451,50060
3,27,8,2317,451,50060
4,15,29,4075,451,50060
5,38,31,3012,451,50060
6,59,58,2149,451,50060
7,15,18,2881,451,50060
8,28,36,7149,451,50060
9,46,27,5687,451,50060
1,9,43,1088,426,50060
2,43,25,1924,426,50060
3,9,45,1002,426,50060
4,17,21,2093,426,50060
5,10,27,1738,426,50060
6,34,40,607,426,50060
7,12,23,2109,426,50060
8,21,28,3712,426,50060
9,39,21,4559,426,50060
1,2,58,10409,24,50047
2,50,47,2054,24,50047
3,1,27,34963,24,50047
4,28,11,15146,24,50047
5,23,42,2497,24,50047
6,36,40,1440,24,50047
7,22,32,16235,24,50047
8,8,59,13647,24,50047
9,30,8,32234,24,50047
1,37,0,4814,53,50047
2,10,9,4804,53,50047
3,34,22,35574,53,50047
4,47,13,9732,53,50047
5,30,50,2225,53,50047
6,16,50,1308,53,50047
7,55,14,10763,53,50047
8,2,4,5065,53,50047
9,47,38,39716,53,50047
1,12,14,2509,590,50061
2,10,5,2818,590,50061
3,25,9,58016,590,50061
4,39,4,2075,590,50061
5,19,18,3474,590,50061
6,11,25,4535,590,50061
7,57,3,1881,590,50061
8,18,23,2970,590,50061
9,45,21,91382,590,50061
1,10,40,1895,305,50013
2,50,38,3571,305,50013
3,27,55,23473,305,50013
4,21,19,2959,305,50013
5,7,39,1605,305,50013
6,12,46,13858,305,50013
7,12,17,5775,305,50013
8,12,40,1675,305,50013
9,45,22,16528,305,50013
1,53,37,2812,372,50013
2,16,34,7205,372,50013
3,57,38,27532,372,50013
4,1,4,4552,372,50013
5,34,52,602,372,50013
6,56,12,5151,372,50013
7,18,35,3516,372,50013
8,5,56,2161,372,50013
9,25,7,72533,372,50013
1,32,30,2711,509,50061
2,15,22,3157,509,50061
3,15,18,24794,509,50061
4,55,16,562,509,50061
5,28,23,3748,509,50061
6,27,16,3081,509,50061
7,2,54,1561,509,50061
8,26,28,3961,509,50061
1,32,30,3423,623,50062
2,7,33,1812,623,50062
3,16,11,8572,623,50062
4,0,50,9756,623,50062
5,5,20,42879,623,50062
6,33,32,953,623,50062
7,45,5,6070,623,50062
8,45,5,5675,623,50062
9,39,20,18422,623,50062
1,26,23,2722,654,50062
2,47,8,1939,654,50062
3,45,11,10799,654,50062
4,3,2,10017,654,50062
5,14,30,53699,654,50062
6,31,14,1352,654,50062
7,49,13,2644,654,50062
8,22,41,8680,654,50062
9,11,27,53691,654,50062
1,38,32,10270,877,50065
2,33,47,3276,877,50065
3,20,39,2132,877,50065
4,48,50,3798,877,50065
5,39,32,3497,877,50065
6,35,23,1333,877,50065
7,9,35,1541,877,50065
8,42,46,1092,877,50065
9,46,45,12131,877,50065
1,37,27,14736,899,50065
2,32,37,3767,899,50065
3,44,41,3579,899,50065
4,53,50,2493,899,50065
5,35,49,4522,899,50065
6,50,34,1543,899,50065
7,56,42,2392,899,50065
8,46,30,1130,899,50065
9,40,52,5669,899,50065
1,34,37,4456,629,50062
2,58,49,1069,629,50062
3,47,49,9714,629,50062
4,32,34,4941,629,50062
6,59,45,1580,629,50062
7,53,59,5862,629,50062
8,49,4,4836,629,50062
9,47,1,23830,629,50062
1,50,17,40143,893,50065
2,58,51,1699,893,50065
3,51,3,1607,893,50065
4,56,12,1717,893,50065
5,26,9,2025,893,50065
6,52,57,1293,893,50065
7,52,7,1402,893,50065
8,56,55,530,893,50065
9,30,42,10203,893,50065
1,51,44,2607,487,50060
2,20,20,3348,487,50060
3,23,35,3380,487,50060
4,15,29,4405,487,50060
5,11,15,2978,487,50060
6,39,24,993,487,50060
7,29,8,3770,487,50060
8,31,26,17231,487,50060
9,34,17,13799,487,50060
1,31,39,2486,469,50060
2,17,33,3279,469,50060
3,2,21,2110,469,50060
4,51,26,3724,469,50060
5,14,12,3973,469,50060
6,2,58,1348,469,50060
7,18,33,3183,469,50060
8,34,28,12492,469,50060
9,29,32,6560,469,50060
1,17,41,1983,531,50061
2,19,26,2701,531,50061
3,12,8,20895,531,50061
4,36,49,678,531,50061
5,6,19,4333,531,50061
6,19,39,3767,531,50061
7,33,34,1684,531,50061
8,26,26,7006,531,50061
9,17,11,20887,531,50061
1,33,41,2763,546,50061
2,5,4,3383,546,50061
3,20,21,29950,546,50061
4,12,16,1451,546,50061
5,7,12,4710,546,50061
6,6,10,3819,546,50061
7,49,35,1358,546,50061
8,23,20,6452,546,50061
9,29,26,30014,546,50061
1,3,11,320,104,50048
2,46,19,2483,104,50048
3,34,37,3986,104,50048
4,45,20,10472,104,50048
5,32,18,3357,104,50048
6,12,11,4218,104,50048
7,38,33,4840,104,50048
8,3,12,1087,104,50048
9,28,27,73279,104,50048
1,16,15,2073,173,50048
2,47,27,3144,173,50048
3,39,18,3192,173,50048
4,23,43,8331,173,50048
5,24,6,3835,173,50048
6,37,22,3313,173,50048
7,52,39,3622,173,50048
8,30,23,522,173,50048
9,41,51,18063,173,50048
1,52,45,10650,85,50047
2,29,23,3590,85,50047
3,24,57,41780,85,50047
4,12,55,9718,85,50047
5,15,19,2404,85,50047
6,25,30,820,85,50047
7,15,39,13579,85,50047
8,41,1,7303,85,50047
9,53,45,29291,85,50047
1,7,32,1551,340,50013
2,31,23,2325,340,50013
3,15,50,16161,340,50013
4,48,25,3014,340,50013
5,1,19,1378,340,50013
6,45,26,3402,340,50013
7,13,40,1943,340,50013
8,41,28,846,340,50013
9,15,51,16129,340,50013
1,53,40,1742,337,50013
2,8,23,2745,337,50013
3,39,47,23046,337,50013
4,24,13,3228,337,50013
5,1,36,1048,337,50013
6,14,33,2288,337,50013
7,48,25,2284,337,50013
8,44,21,1262,337,50013
9,41,16,23373,337,50013
1,12,35,951,179,50048
2,1,28,1869,179,50048
3,9,54,3831,179,50048
4,46,20,5041,179,50048
5,15,19,2486,179,50048
6,33,14,3967,179,50048
7,23,29,3342,179,50048
8,14,35,1789,179,50048
9,22,50,7070,179,50048
1,59,37,14856,61,50047
2,17,22,3261,61,50047
3,49,22,51048,61,50047
4,52,7,10758,61,50047
5,52,36,1008,61,50047
6,44,32,650,61,50047
7,12,55,14077,61,50047
8,4,24,12927,61,50047
9,31,12,41538,61,50047
1,0,18,5205,16,50047
2,8,15,1607,16,50047
4,8,14,4992,16,50047
5,4,14,1088,16,50047
6,16,36,1334,16,50047
7,23,21,11225,16,50047
8,17,18,3985,16,50047
1,20,59,1027,197,50048
2,22,37,2703,197,50048
3,24,34,2518,197,50048
4,19,16,45231,197,50048
5,33,33,3174,197,50048
6,36,23,3385,197,50048
7,45,45,3804,197,50048
8,0,51,1088,197,50048
9,18,24,44720,197,50048
1,40,9,1905,414,50060
2,32,29,6933,414,50060
3,40,10,1765,414,50060
4,12,50,3093,414,50060
5,34,17,3740,414,50060
6,17,34,1528,414,50060
7,33,10,2015,414,50060
8,48,28,10197,414,50060
9,33,26,27336,414,50060
1,15,13,1506,463,50060
2,38,40,2900,463,50060
3,59,20,1806,463,50060
4,19,27,2616,463,50060
5,28,31,2931,463,50060
6,9,45,963,463,50060
7,25,36,2325,463,50060
8,34,35,14546,463,50060
9,40,29,14411,463,50060
1,23,23,2043,480,50060
2,31,44,4070,480,50060
3,19,19,2573,480,50060
4,21,16,2706,480,50060
5,23,12,9011,480,50060
6,10,3,1852,480,50060
7,12,31,2810,480,50060
8,25,32,42988,480,50060
9,46,24,14286,480,50060
1,28,43,1821,541,50061
2,13,22,2779,541,50061
3,30,25,22440,541,50061
4,34,13,834,541,50061
5,25,17,5262,541,50061
6,27,29,2674,541,50061
7,30,45,1479,541,50061
8,17,25,6052,541,50061
9,28,14,22863,541,50061
1,30,26,2252,536,50061
2,11,10,3095,536,50061
3,24,22,19585,536,50061
4,20,51,1231,536,50061
5,13,10,3659,536,50061
6,21,20,3862,536,50061
7,46,19,1470,536,50061
8,7,13,5791,536,50061
9,30,17,19401,536,50061
1,1,11,6039,82,50047
2,3,13,1970,82,50047
3,36,11,14962,82,50047
4,42,17,5471,82,50047
5,53,59,1531,82,50047
6,6,12,1654,82,50047
7,31,19,7099,82,50047
8,38,19,5295,82,50047
9,47,17,31634,82,50047
1,56,4,470,174,50048
2,46,13,2570,174,50048
3,35,34,5262,174,50048
4,41,18,7353,174,50048
5,57,13,3981,174,50048
6,2,25,4223,174,50048
7,50,11,4851,174,50048
8,43,16,1144,174,50048
9,37,25,6891,174,50048
1,18,54,1314,103,50048
2,30,5,2798,103,50048
3,32,34,7398,103,50048
4,31,38,24330,103,50048
5,26,5,3257,103,50048
6,47,25,7260,103,50048
7,54,51,9395,103,50048
8,41,35,1745,103,50048
9,27,44,24304,103,50048
1,43,5,1867,330,50013
2,49,4,2099,330,50013
3,25,16,11683,330,50013
4,39,48,2683,330,50013
5,16,4,616,330,50013
6,40,25,3889,330,50013
7,51,42,3037,330,50013
8,50,0,1308,330,50013
9,25,42,22838,330,50013
1,38,5,910,347,50013
2,22,26,2891,347,50013
3,41,45,13474,347,50013
4,16,21,2474,347,50013
5,32,8,1283,347,50013
6,13,40,2673,347,50013
7,25,35,2505,347,50013
8,38,7,638,347,50013
9,34,25,11887,347,50013
1,42,26,1243,190,50048
2,41,19,2150,190,50048
3,44,27,3165,190,50048
4,20,24,5725,190,50048
5,36,8,2637,190,50048
6,35,9,3126,190,50048
7,36,11,2947,190,50048
8,49,20,1849,190,50048
9,25,24,4957,190,50048
1,38,26,8239,88,50047
2,54,39,5455,88,50047
4,8,3,9380,88,50047
5,48,14,1031,88,50047
6,4,58,898,88,50047
7,14,33,6720,88,50047
8,55,59,8295,88,50047
1,21,34,1899,109,50048
2,14,14,3882,109,50048
3,11,35,4670,109,50048
4,55,35,16685,109,50048
5,35,29,5133,109,50048
6,15,20,4732,109,50048
7,24,49,8571,109,50048
8,15,19,3309,109,50048
9,1,9,19637,109,50048
1,2,19,20480,11,50047
2,15,31,4131,11,50047
4,25,59,21957,11,50047
5,43,41,793,11,50047
6,33,34,795,11,50047
7,14,27,19208,11,50047
8,8,19,12661,11,50047
1,3,37,9852,66,50047
2,10,49,2575,66,50047
3,53,55,57565,66,50047
4,5,41,10586,66,50047
5,10,34,1882,66,50047
6,48,30,1614,66,50047
7,44,34,11379,66,50047
8,22,31,10019,66,50047
9,55,37,39193,66,50047
1,31,18,1109,464,50060
2,28,45,2388,464,50060
3,35,13,1363,464,50060
4,15,19,2697,464,50060
