task,x,y,update,rep,environment
8,14,49,5759,15007,50063
9,14,16,2229,15007,50063
1,41,15,1343,15070,50063
2,8,24,1958,15070,50063
3,7,28,2916,15070,50063
4,18,25,2453,15070,50063
5,18,20,2511,15070,50063
6,33,15,3217,15070,50063
7,12,23,3968,15070,50063
8,23,25,33996,15070,50063
9,17,28,34012,15070,50063
1,7,12,2255,1124,50047
2,20,57,989,1124,50047
3,11,33,5965,1124,50047
4,55,56,4687,1124,50047
5,6,10,15651,1124,50047
6,16,33,15526,1124,50047
7,6,10,23610,1124,50047
8,30,25,83170,1124,50047
1,28,35,1909,1153,50047
2,36,32,2173,1153,50047
3,10,18,7114,1153,50047
4,17,7,4572,1153,50047
5,29,10,6661,1153,50047
6,30,48,8247,1153,50047
7,3,33,12941,1153,50047
8,27,26,29452,1153,50047
9,56,35,38018,1153,50047
1,54,30,2218,1729,50013
2,38,16,4853,1729,50013
3,40,11,7426,1729,50013
4,31,47,5659,1729,50013
5,6,23,7335,1729,50013
6,28,11,6518,1729,50013
7,55,36,12216,1729,50013
8,7,30,9768,1729,50013
9,46,43,59020,1729,50013
1,28,47,1364,1159,50047
2,21,42,2396,1159,50047
3,40,56,16126,1159,50047
4,30,5,4615,1159,50047
5,6,58,45408,1159,50047
6,30,32,8986,1159,50047
7,40,19,45981,1159,50047
1,52,35,1854,1723,50013
2,56,27,2637,1723,50013
3,51,21,3262,1723,50013
4,50,48,2559,1723,50013
5,25,22,4215,1723,50013
6,50,28,3364,1723,50013
7,13,17,4007,1723,50013
8,31,40,23769,1723,50013
9,40,38,61598,1723,50013
1,22,16,1347,1754,50013
2,55,17,1450,1754,50013
3,17,8,6212,1754,50013
4,36,11,4716,1754,50013
5,28,25,6121,1754,50013
6,32,29,6205,1754,50013
7,21,32,6454,1754,50013
8,54,47,8192,1754,50013
9,36,34,9233,1754,50013
1,58,19,886,1682,50065
2,58,37,1555,1682,50065
3,7,44,4161,1682,50065
4,20,56,3525,1682,50065
5,55,16,4729,1682,50065
6,56,16,3438,1682,50065
7,31,31,5178,1682,50065
8,36,36,20530,1682,50065
9,34,41,15997,1682,50065
1,51,31,1148,1541,50063
2,9,49,1216,1541,50063
3,29,52,1793,1541,50063
4,9,47,1177,1541,50063
5,13,27,1546,1541,50063
6,11,26,2044,1541,50063
7,19,19,1638,1541,50063
8,28,21,61131,1541,50063
9,26,18,34173,1541,50063
1,46,1,1099,1013,50060
2,58,49,1025,1013,50060
3,30,32,2530,1013,50060
4,24,42,1908,1013,50060
5,19,44,2169,1013,50060
6,32,49,2407,1013,50060
7,29,41,2225,1013,50060
8,32,29,13995,1013,50060
9,43,26,4278,1013,50060
1,8,2,938,1487,50062
2,44,40,2104,1487,50062
3,32,55,9188,1487,50062
4,59,30,7361,1487,50062
5,38,19,12069,1487,50062
6,42,25,9184,1487,50062
7,51,36,21973,1487,50062
8,42,1,54351,1487,50062
9,30,4,64614,1487,50062
1,7,49,1396,1064,50060
2,1,51,1698,1064,50060
3,12,24,7465,1064,50060
4,26,33,2845,1064,50060
5,27,18,5383,1064,50060
6,13,33,6540,1064,50060
7,33,24,15748,1064,50060
8,41,25,27288,1064,50060
9,40,33,27444,1064,50060
1,58,2,1211,1469,50062
2,52,10,1512,1469,50062
3,28,18,16574,1469,50062
4,11,26,7409,1469,50062
5,54,11,18969,1469,50062
6,34,28,10190,1469,50062
7,41,10,22498,1469,50062
8,36,16,17944,1469,50062
9,40,32,48200,1469,50062
1,15,30,1292,1200,50048
2,19,57,3419,1200,50048
3,55,46,3804,1200,50048
4,42,22,4608,1200,50048
5,36,36,5779,1200,50048
6,53,46,4313,1200,50048
7,54,25,5254,1200,50048
8,16,44,20526,1200,50048
9,38,3,41941,1200,50048
1,39,23,686,1299,50048
2,58,30,973,1299,50048
3,22,32,4864,1299,50048
4,38,11,3060,1299,50048
5,33,21,3966,1299,50048
6,42,29,5474,1299,50048
7,30,47,3938,1299,50048
1,45,35,2291,1293,50048
2,48,29,3432,1293,50048
3,49,19,4240,1293,50048
4,44,31,4296,1293,50048
5,33,25,4783,1293,50048
6,30,45,7248,1293,50048
7,22,46,7231,1293,50048
8,9,48,33469,1293,50048
9,11,50,33445,1293,50048
1,56,19,1119,1666,50065
2,35,22,1634,1666,50065
3,27,35,3799,1666,50065
4,39,18,2191,1666,50065
5,37,16,2755,1666,50065
6,52,28,3423,1666,50065
7,19,19,2899,1666,50065
8,36,25,26393,1666,50065
9,40,46,66906,1666,50065
1,29,54,1845,1611,50065
2,50,57,1405,1611,50065
3,37,49,3555,1611,50065
4,54,2,2408,1611,50065
5,42,37,3891,1611,50065
6,37,53,3745,1611,50065
7,18,34,4005,1611,50065
8,23,32,42938,1611,50065
1,20,26,651,1019,50060
2,1,34,741,1019,50060
3,24,3,1592,1019,50060
4,1,33,755,1019,50060
5,11,8,2048,1019,50060
6,27,14,1935,1019,50060
7,35,27,5829,1019,50060
8,15,15,14503,1019,50060
9,42,33,22509,1019,50060
1,5,36,569,1414,50062
2,55,15,809,1414,50062
3,10,38,20518,1414,50062
4,55,55,7452,1414,50062
5,5,41,19832,1414,50062
6,48,25,15427,1414,50062
7,58,34,11076,1414,50062
8,50,34,28986,1414,50062
9,36,48,28643,1414,50062
1,27,36,1187,1080,50060
2,22,31,1478,1080,50060
3,17,26,2438,1080,50060
4,26,42,1688,1080,50060
5,19,39,2123,1080,50060
6,10,41,2138,1080,50060
7,14,33,2406,1080,50060
8,34,31,20948,1080,50060
9,32,15,11920,1080,50060
1,38,23,875,1463,50062
2,8,40,1679,1463,50062
3,53,46,7549,1463,50062
4,11,47,2795,1463,50062
5,55,5,7448,1463,50062
6,56,9,5933,1463,50062
7,49,4,8245,1463,50062
8,37,25,80385,1463,50062
1,30,48,1342,12012,50048
2,11,42,1433,12012,50048
3,55,1,3951,12012,50048
4,12,33,2006,12012,50048
5,14,32,4133,12012,50048
6,45,24,4703,12012,50048
7,44,33,5710,12012,50048
8,3,43,20824,12012,50048
9,22,30,18162,12012,50048
1,39,18,907,1782,50013
2,36,23,731,1782,50013
3,51,52,2698,1782,50013
4,33,23,825,1782,50013
5,3,14,1705,1782,50013
6,27,29,1781,1782,50013
7,30,6,2988,1782,50013
8,51,32,13464,1782,50013
9,45,37,13351,1782,50013
1,25,14,459,1161,50047
2,26,32,1539,1161,50047
3,12,8,3081,1161,50047
4,7,14,3313,1161,50047
5,20,9,4388,1161,50047
6,50,31,881,1161,50047
7,9,41,6641,1161,50047
8,25,11,23373,1161,50047
9,51,36,75312,1161,50047
1,10,7,1073,1116,50047
2,1,44,2770,1116,50047
3,7,35,3992,1116,50047
4,19,47,3349,1116,50047
5,11,44,4081,1116,50047
6,58,31,12098,1116,50047
7,47,27,17207,1116,50047
8,29,42,23736,1116,50047
1,56,15,1034,15042,50063
2,33,8,1667,15042,50063
3,32,29,2302,15042,50063
4,49,48,1948,15042,50063
5,14,20,2536,15042,50063
6,50,47,1778,15042,50063
7,35,27,2418,15042,50063
8,31,10,3686,15042,50063
9,28,18,13638,15042,50063
1,34,49,1436,13007,50061
2,38,47,1711,13007,50061
3,36,40,2846,13007,50061
4,39,44,1893,13007,50061
5,9,15,3662,13007,50061
6,24,31,2947,13007,50061
7,19,38,7901,13007,50061
8,57,36,10900,13007,50061
9,25,18,23199,13007,50061
1,31,59,2435,1348,50061
2,35,1,3678,1348,50061
3,28,5,6194,1348,50061
4,31,0,2600,1348,50061
5,15,23,5595,1348,50061
6,23,16,5895,1348,50061
7,4,3,5741,1348,50061
8,29,6,23431,1348,50061
9,25,23,24784,1348,50061
1,10,17,920,15048,50063
2,25,15,1786,15048,50063
3,36,12,3012,15048,50063
4,20,20,2241,15048,50063
5,15,21,2507,15048,50063
6,25,28,3188,15048,50063
7,15,20,3917,15048,50063
8,23,24,12131,15048,50063
9,27,20,12128,15048,50063
1,35,4,1745,1335,50061
2,59,3,1818,1335,50061
3,36,54,5874,1335,50061
4,11,18,1772,1335,50061
5,9,19,8804,1335,50061
6,22,46,6852,1335,50061
7,23,3,9165,1335,50061
8,19,24,11882,1335,50061
9,23,18,17525,1335,50061
1,32,13,1412,1342,50061
2,33,13,1621,1342,50061
3,11,14,4179,1342,50061
4,29,18,2045,1342,50061
5,15,13,3798,1342,50061
6,22,41,4043,1342,50061
7,28,21,4908,1342,50061
8,18,23,7367,1342,50061
9,19,22,7348,1342,50061
1,20,11,959,12018,50048
2,34,21,1160,12018,50048
3,33,12,1391,12018,50048
4,24,15,1286,12018,50048
5,23,24,1772,12018,50048
6,44,23,2621,12018,50048
7,24,26,4394,12018,50048
8,50,18,8840,12018,50048
9,29,31,11030,12018,50048
1,56,17,2287,1766,50013
2,35,25,3071,1766,50013
3,24,38,4589,1766,50013
4,56,20,2483,1766,50013
5,11,10,5232,1766,50013
6,37,28,4345,1766,50013
7,12,24,6635,1766,50013
8,48,43,10856,1766,50013
9,31,55,12406,1766,50013
1,57,31,1334,1711,50013
2,42,23,1838,1711,50013
3,36,19,3124,1711,50013
4,45,21,2490,1711,50013
5,56,22,2870,1711,50013
6,39,18,3115,1711,50013
7,38,22,3108,1711,50013
8,33,43,60954,1711,50013
9,14,20,40994,1711,50013
1,53,34,1577,1788,50013
2,26,11,1930,1788,50013
3,9,41,4477,1788,50013
4,28,16,2398,1788,50013
5,29,19,3053,1788,50013
6,45,11,4206,1788,50013
7,39,55,6992,1788,50013
8,45,43,53724,1788,50013
9,43,49,72212,1788,50013
1,2,37,1313,1185,50047
2,18,7,2417,1185,50047
3,3,5,18262,1185,50047
4,23,25,5026,1185,50047
5,55,20,9313,1185,50047
6,57,8,5445,1185,50047
7,4,13,14841,1185,50047
9,3,6,45357,1185,50047
1,4,37,1138,1442,50062
2,16,58,1460,1442,50062
3,36,37,4462,1442,50062
4,22,52,1337,1442,50062
5,37,36,4353,1442,50062
6,10,35,2544,1442,50062
7,52,44,5804,1442,50062
8,54,51,90774,1442,50062
9,50,59,89273,1442,50062
1,25,2,2221,1435,50062
2,20,11,1203,1435,50062
3,36,54,14989,1435,50062
4,16,21,3182,1435,50062
5,54,11,14032,1435,50062
6,59,0,4427,1435,50062
7,56,16,13896,1435,50062
1,34,43,1379,1038,50060
2,55,10,1820,1038,50060
3,46,18,2425,1038,50060
4,50,17,2213,1038,50060
5,37,21,3409,1038,50060
6,39,18,2492,1038,50060
7,19,40,4062,1038,50060
8,28,35,5103,1038,50060
9,30,27,10623,1038,50060
1,10,29,2297,1647,50065
2,36,31,3030,1647,50065
3,12,34,4407,1647,50065
4,57,23,3039,1647,50065
5,55,24,4896,1647,50065
6,36,13,5584,1647,50065
7,24,30,4779,1647,50065
8,56,14,60644,1647,50065
9,25,32,59714,1647,50065
1,14,29,1121,1448,50062
2,0,3,2615,1448,50062
3,5,2,6239,1448,50062
4,32,42,3894,1448,50062
5,57,6,8376,1448,50062
6,1,8,6191,1448,50062
7,17,32,8902,1448,50062
8,10,36,28658,1448,50062
9,11,24,18323,1448,50062
1,0,8,2266,1045,50060
2,3,10,2483,1045,50060
3,20,52,5566,1045,50060
4,3,13,2686,1045,50060
5,5,13,3252,1045,50060
6,34,3,2495,1045,50060
7,23,48,8840,1045,50060
8,33,27,29491,1045,50060
9,35,25,62091,1045,50060
1,28,40,1631,1032,50060
2,32,25,1108,1032,50060
3,25,29,5853,1032,50060
4,32,27,1425,1032,50060
5,12,10,1870,1032,50060
6,10,21,3278,1032,50060
7,13,37,2809,1032,50060
8,29,38,26792,1032,50060
9,31,20,23148,1032,50060
1,20,37,632,1221,50048
2,0,41,1146,1221,50048
3,29,48,2991,1221,50048
4,3,40,1070,1221,50048
5,1,46,1706,1221,50048
6,13,50,2159,1221,50048
7,40,17,4217,1221,50048
8,29,57,3900,1221,50048
9,31,51,2986,1221,50048
1,4,39,1493,1363,50061
2,19,37,1756,1363,50061
3,46,24,3598,1363,50061
4,34,28,2939,1363,50061
5,19,36,4341,1363,50061
6,42,24,3086,1363,50061
7,18,11,5013,1363,50061
8,22,11,11151,1363,50061
9,27,24,18065,1363,50061
1,13,59,997,1314,50061
2,16,57,1081,1314,50061
3,24,23,4350,1314,50061
4,39,26,2442,1314,50061
5,48,20,2965,1314,50061
6,7,29,1285,1314,50061
7,34,14,5735,1314,50061
8,19,17,32717,1314,50061
9,22,10,32699,1314,50061
1,41,15,1503,15069,50063
2,15,17,2201,15069,50063
3,24,25,3713,15069,50063
4,22,13,2351,15069,50063
5,9,42,2908,15069,50063
6,15,28,3699,15069,50063
7,22,40,3468,15069,50063
8,35,41,9091,15069,50063
9,30,17,7348,15069,50063
1,47,25,972,1730,50013
2,33,59,1335,1730,50013
3,43,12,4549,1730,50013
4,59,16,3203,1730,50013
5,30,18,4028,1730,50013
6,38,23,5909,1730,50013
7,15,36,4281,1730,50013
8,12,45,40289,1730,50013
9,9,43,40255,1730,50013
1,13,21,784,1747,50013
2,34,38,1418,1747,50013
3,8,32,3994,1747,50013
4,35,20,1367,1747,50013
5,41,23,1910,1747,50013
6,23,22,2592,1747,50013
7,51,13,6829,1747,50013
8,0,42,6358,1747,50013
9,41,51,8432,1747,50013
1,48,7,1424,1137,50047
2,10,6,1935,1137,50047
3,31,11,4241,1137,50047
4,6,5,3929,1137,50047
5,29,4,6634,1137,50047
6,10,43,9698,1137,50047
7,37,0,43323,1137,50047
1,20,17,1765,1140,50047
2,53,18,1034,1140,50047
3,18,46,5570,1140,50047
4,16,58,1540,1140,50047
5,32,3,5380,1140,50047
6,22,50,2237,1140,50047
7,24,0,6438,1140,50047
8,49,39,12470,1140,50047
9,27,4,8403,1140,50047
1,52,18,2290,12033,50048
2,3,59,849,12033,50048
3,50,32,4621,12033,50048
4,47,22,3418,12033,50048
5,52,43,4914,12033,50048
6,54,24,4038,12033,50048
7,45,21,5040,12033,50048
8,39,37,14808,12033,50048
9,45,52,19778,12033,50048
1,13,0,344,1387,50061
2,43,51,973,1387,50061
3,31,20,4860,1387,50061
4,36,25,4711,1387,50061
5,24,24,6031,1387,50061
6,44,8,2937,1387,50061
7,24,44,4239,1387,50061
8,31,15,22994,1387,50061
9,23,20,9498,1387,50061
1,10,32,1532,1369,50061
2,31,46,1869,1369,50061
3,21,16,3084,1369,50061
4,10,33,2109,1369,50061
5,9,7,2829,1369,50061
6,10,19,3261,1369,50061
7,14,4,3583,1369,50061
8,19,12,3737,1369,50061
9,10,17,4252,1369,50061
1,20,56,1320,15014,50063
2,30,38,1261,15014,50063
3,28,37,2714,15014,50063
4,21,33,2268,15014,50063
5,8,6,2860,15014,50063
6,22,28,2576,15014,50063
7,21,28,2917,15014,50063
8,27,19,6044,15014,50063
9,35,17,6823,15014,50063
1,21,31,1007,15063,50063
2,29,54,882,15063,50063
3,13,50,2308,15063,50063
4,34,52,1389,15063,50063
5,9,9,3066,15063,50063
6,23,31,2727,15063,50063
7,26,31,3971,15063,50063
8,37,13,24852,15063,50063
9,30,19,21933,15063,50063
1,10,54,828,1407,50062
2,45,40,1703,1407,50062
3,25,6,13522,1407,50062
4,35,1,3701,1407,50062
5,17,4,16741,1407,50062
6,49,35,10508,1407,50062
7,35,14,14070,1407,50062
1,55,55,1018,1470,50062
2,47,22,1946,1470,50062
3,53,55,9975,1470,50062
4,55,19,2528,1470,50062
5,58,45,10199,1470,50062
6,53,47,8374,1470,50062
7,55,57,10344,1470,50062
1,27,44,1201,1093,50060
2,20,0,1339,1093,50060
3,36,25,3109,1093,50060
4,13,51,2013,1093,50060
5,13,25,2765,1093,50060
6,5,36,2421,1093,50060
7,11,45,2828,1093,50060
1,42,12,2293,1213,50048
2,37,3,2321,1213,50048
3,40,30,5748,1213,50048
4,56,24,4517,1213,50048
5,36,22,5577,1213,50048
6,38,34,5725,1213,50048
7,41,30,5751,1213,50048
8,42,5,44990,1213,50048
9,36,29,36308,1213,50048
1,58,11,1240,1608,50065
2,35,7,1774,1608,50065
3,4,6,6343,1608,50065
4,30,23,2440,1608,50065
5,30,26,2428,1608,50065
6,42,39,3325,1608,50065
7,42,2,3770,1608,50065
8,35,35,9266,1608,50065
9,40,48,14039,1608,50065
1,11,24,1393,1691,50065
2,1,17,585,1691,50065
3,18,17,6181,1691,50065
4,10,20,1976,1691,50065
5,23,45,2995,1691,50065
6,7,42,1703,1691,50065
7,15,14,5985,1691,50065
8,32,46,24757,1691,50065
9,49,31,26215,1691,50065
1,9,30,980,1552,50063
2,11,26,1130,1552,50063
3,17,22,3155,1552,50063
4,18,25,1777,1552,50063
5,19,23,3607,1552,50063
6,19,23,3378,1552,50063
7,17,29,3330,1552,50063
8,18,25,5531,1552,50063
9,21,18,11310,1552,50063
1,36,5,2134,1099,50060
2,39,35,2739,1099,50060
3,13,34,10279,1099,50060
4,55,41,2342,1099,50060
5,32,29,3095,1099,50060
6,13,29,10611,1099,50060
7,10,16,4205,1099,50060
8,44,26,29986,1099,50060
9,36,24,29947,1099,50060
1,14,37,1104,1077,50060
2,13,25,1839,1077,50060
3,10,26,4005,1077,50060
4,31,40,2256,1077,50060
5,11,23,3600,1077,50060
6,27,21,4608,1077,50060
7,18,26,4493,1077,50060
8,28,20,4937,1077,50060
9,8,17,4551,1077,50060
1,25,48,1565,1494,50062
2,39,52,2503,1494,50062
3,47,47,8739,1494,50062
4,30,16,3601,1494,50062
5,38,26,12516,1494,50062
6,38,25,3520,1494,50062
7,58,2,14759,1494,50062
8,0,33,26364,1494,50062
9,16,21,29745,1494,50062
1,46,8,1331,1500,50062
2,34,7,1128,1500,50062
3,11,0,6101,1500,50062
4,22,16,4313,1500,50062
5,50,5,10191,1500,50062
6,46,56,4023,1500,50062
7,29,27,17822,1500,50062
8,18,5,27208,1500,50062
9,53,39,39596,1500,50062
1,48,40,913,1775,50013
2,41,12,2289,1775,50013
3,28,22,4070,1775,50013
4,45,20,2450,1775,50013
5,26,13,4279,1775,50013
6,28,19,3590,1775,50013
7,29,16,4010,1775,50013
8,37,40,6051,1775,50013
9,9,38,40539,1775,50013
1,34,33,1398,1702,50013
2,40,24,2033,1702,50013
3,25,10,2769,1702,50013
4,42,26,2268,1702,50013
5,14,10,2644,1702,50013
6,21,30,3294,1702,50013
7,2,4,3925,1702,50013
8,37,44,18999,1702,50013
9,41,42,14552,1702,50013
1,50,53,1184,1178,50047
2,31,32,1418,1178,50047
3,18,7,2430,1178,50047
4,13,53,2407,1178,50047
5,3,51,13628,1178,50047
6,6,25,4829,1178,50047
7,27,18,4222,1178,50047
1,10,45,1030,1196,50047
2,46,4,2513,1196,50047
3,12,28,12022,1196,50047
4,55,29,3229,1196,50047
5,5,14,7309,1196,50047
6,15,58,5250,1196,50047
7,20,2,7416,1196,50047
8,27,10,93600,1196,50047
1,38,57,1512,1326,50061
2,7,59,1097,1326,50061
3,12,19,4357,1326,50061
4,47,47,2316,1326,50061
5,12,10,3562,1326,50061
6,56,21,4639,1326,50061
7,23,14,6017,1326,50061
8,26,22,22237,1326,50061
9,28,16,18162,1326,50061
1,35,30,1477,13014,50061
2,29,11,1291,13014,50061
3,34,41,2657,13014,50061
4,31,30,1746,13014,50061
5,11,23,3057,13014,50061
6,41,19,2480,13014,50061
7,40,23,3695,13014,50061
8,15,16,20264,13014,50061
9,32,21,17930,13014,50061
1,16,18,1643,1791,50013
2,21,28,1485,1791,50013
3,19,21,3208,1791,50013
4,47,55,3415,1791,50013
5,56,38,3647,1791,50013
6,27,4,2539,1791,50013
7,30,28,8241,1791,50013
8,58,36,40499,1791,50013
9,41,46,40272,1791,50013
1,24,56,1406,12001,50048
2,1,47,1523,12001,50048
3,14,7,4772,12001,50048
4,15,13,3678,12001,50048
5,35,39,5463,12001,50048
6,23,34,5832,12001,50048
7,44,36,6504,12001,50048
8,31,15,17033,12001,50048
9,22,25,53328,12001,50048
1,5,31,2407,1172,50047
2,22,0,1503,1172,50047
3,57,42,5702,1172,50047
4,22,1,1722,1172,50047
5,51,32,6148,1172,50047
6,46,17,5719,1172,50047
7,11,20,17724,1172,50047
8,43,50,75664,1172,50047
9,22,58,71433,1172,50047
1,45,52,1366,1105,50047
2,46,53,3064,1105,50047
3,25,8,7267,1105,50047
4,29,4,6428,1105,50047
5,21,5,11627,1105,50047
6,59,11,7534,1105,50047
7,3,22,8453,1105,50047
8,6,55,17792,1105,50047
9,40,51,35340,1105,50047
1,10,12,944,1004,50060
2,17,17,1230,1004,50060
3,2,11,2559,1004,50060
4,7,33,1465,1004,50060
5,9,28,2478,1004,50060
6,19,1,2428,1004,50060
7,9,15,2167,1004,50060
8,31,31,3814,1004,50060
9,35,18,6137,1004,50060
1,23,2,1148,1073,50060
2,16,14,1751,1073,50060
3,52,19,2232,1073,50060
4,48,20,1911,1073,50060
5,31,42,3557,1073,50060
6,29,12,3156,1073,50060
7,32,33,4897,1073,50060
8,42,27,11055,1073,50060
9,31,22,10126,1073,50060
1,8,49,1013,1490,50062
2,55,54,1998,1490,50062
3,41,57,6139,1490,50062
4,40,59,2969,1490,50062
5,44,20,14068,1490,50062
6,55,28,5006,1490,50062
7,5,20,23418,1490,50062
8,4,43,76713,1490,50062
9,46,59,75597,1490,50062
1,4,57,2432,1409,50062
2,1,58,1663,1409,50062
3,43,6,6329,1409,50062
4,56,25,5259,1409,50062
5,44,4,6854,1409,50062
6,50,22,7865,1409,50062
7,59,7,6606,1409,50062
8,53,22,25360,1409,50062
9,36,48,24721,1409,50062
1,58,23,1534,1217,50048
2,23,45,1820,1217,50048
3,35,22,3036,1217,50048
4,38,23,3041,1217,50048
5,27,13,3801,1217,50048
6,38,21,2995,1217,50048
7,45,33,3505,1217,50048
8,47,26,8715,1217,50048
9,48,30,8710,1217,50048
1,9,38,884,1284,50048
2,7,46,2246,1284,50048
3,18,50,4946,1284,50048
4,12,31,2699,1284,50048
5,24,26,3331,1284,50048
6,20,51,3983,1284,50048
7,16,22,4928,1284,50048
8,52,20,13521,1284,50048
9,29,44,17899,1284,50048
1,15,45,1538,1079,50060
2,36,44,2411,1079,50060
3,39,33,7774,1079,50060
4,19,8,4547,1079,50060
5,26,12,4683,1079,50060
6,34,46,2653,1079,50060
7,9,23,9853,1079,50060
8,16,16,10343,1079,50060
9,33,30,14875,1079,50060
1,51,13,1060,1403,50062
2,54,26,1272,1403,50062
3,41,51,3929,1403,50062
4,56,35,2571,1403,50062
5,44,13,11649,1403,50062
6,39,45,3512,1403,50062
7,3,35,25167,1403,50062
8,42,21,42653,1403,50062
9,39,17,42637,1403,50062
1,32,19,629,1474,50062
2,36,23,755,1474,50062
3,36,28,14937,1474,50062
4,49,45,7942,1474,50062
5,9,31,12732,1474,50062
6,42,57,9600,1474,50062
7,30,49,12231,1474,50062
8,45,12,46639,1474,50062
9,18,14,99397,1474,50062
1,4,16,1408,1097,50060
2,3,12,1797,1097,50060
3,40,30,6235,1097,50060
4,29,24,1988,1097,50060
5,35,19,2127,1097,50060
6,39,34,3678,1097,50060
7,20,31,3429,1097,50060
8,34,28,62086,1097,50060
9,46,25,41783,1097,50060
1,30,52,988,16001,50065
2,54,21,2123,16001,50065
3,17,11,6352,16001,50065
4,9,42,2510,16001,50065
5,12,43,5303,16001,50065
6,11,14,6220,16001,50065
7,42,32,6392,16001,50065
8,27,24,17773,16001,50065
9,42,21,22793,16001,50065
1,7,44,1661,1671,50065
2,31,41,2235,1671,50065
3,39,20,4243,1671,50065
4,38,28,3052,1671,50065
5,37,41,4140,1671,50065
6,35,50,4783,1671,50065
7,16,41,2722,1671,50065
8,18,26,15744,1671,50065
9,36,52,6131,1671,50065
1,58,20,996,1606,50065
2,31,38,1675,1606,50065
3,57,58,5818,1606,50065
4,29,34,2325,1606,50065
5,28,22,3913,1606,50065
6,33,29,4658,1606,50065
7,34,43,6970,1606,50065
8,37,35,83192,1606,50065
9,18,19,36479,1606,50065
1,3,35,1225,1198,50047
2,13,43,1251,1198,50047
3,22,28,4234,1198,50047
4,3,23,3541,1198,50047
5,12,1,6142,1198,50047
6,59,18,3768,1198,50047
7,17,36,8161,1198,50047
8,34,27,80737,1198,50047
9,24,52,49819,1198,50047
1,3,10,1127,1176,50047
2,1,9,2588,1176,50047
3,37,34,8384,1176,50047
4,58,18,8408,1176,50047
5,10,35,10323,1176,50047
6,35,22,7334,1176,50047
7,58,34,8097,1176,50047
8,29,5,83498,1176,50047
9,37,9,80140,1176,50047
1,20,14,1089,1101,50047
2,1,21,1758,1101,50047
3,35,0,9748,1101,50047
4,24,0,3607,1101,50047
5,37,4,10028,1101,50047
6,51,20,3824,1101,50047
7,5,5,9967,1101,50047
8,31,30,46062,1101,50047
9,50,51,42863,1101,50047
1,0,51,751,1795,50013
2,32,50,1648,1795,50013
3,18,43,3254,1795,50013
4,0,48,1944,1795,50013
5,18,43,4205,1795,50013
6,2,58,2736,1795,50013
7,16,25,5111,1795,50013
8,16,46,7917,1795,50013
9,29,50,8364,1795,50013
1,47,3,1445,1328,50061
2,31,18,2100,1328,50061
3,54,34,2888,1328,50061
4,35,32,3822,1328,50061
5,19,15,5249,1328,50061
6,44,44,5484,1328,50061
7,20,19,7416,1328,50061
8,42,30,26901,1328,50061
9,21,25,21529,1328,50061
1,52,2,981,15022,50063
2,2,36,823,15022,50063
3,7,32,1191,15022,50063
4,3,36,1102,15022,50063
5,20,34,1278,15022,50063
6,1,39,898,15022,50063
7,20,7,1966,15022,50063
8,33,11,18007,15022,50063
9,33,11,18008,15022,50063
1,51,44,1251,1192,50047
2,38,8,1406,1192,50047
3,15,58,4460,1192,50047
4,36,38,4619,1192,50047
5,24,15,6192,1192,50047
6,12,54,4674,1192,50047
7,53,25,13198,1192,50047
1,28,46,1046,1771,50013
2,51,48,1580,1771,50013
3,49,27,3798,1771,50013
4,16,42,2358,1771,50013
5,10,25,4645,1771,50013
6,41,35,4406,1771,50013
7,58,31,5993,1771,50013
8,30,41,10609,1771,50013
9,44,52,15092,1771,50013
1,16,38,930,1706,50013
2,14,20,2822,1706,50013
3,0,16,3196,1706,50013
4,19,27,2961,1706,50013
5,14,19,3202,1706,50013
6,14,2,3519,1706,50013
7,24,28,3566,1706,50013
8,49,43,10581,1706,50013
9,25,21,32328,1706,50013
1,37,15,1578,1041,50060
2,36,16,1336,1041,50060
3,51,16,2711,1041,50060
4,38,14,1586,1041,50060
5,27,25,2400,1041,50060
6,7,31,2934,1041,50060
7,16,38,3029,1041,50060
8,17,16,73719,1041,50060
9,38,35,63280,1041,50060
1,17,17,2157,1036,50060
2,54,23,1964,1036,50060
3,20,17,2868,1036,50060
4,54,21,2370,1036,50060
5,51,27,2575,1036,50060
6,17,14,2826,1036,50060
7,19,25,2938,1036,50060
8,36,30,10808,1036,50060
9,48,37,5963,1036,50060
1,23,40,1398,1634,50065
2,44,26,1422,1634,50065
3,47,19,2588,1634,50065
4,38,33,2070,1634,50065
5,27,25,3151,1634,50065
6,34,8,3246,1634,50065
7,38,1,4910,1634,50065
8,30,41,18424,1634,50065
9,25,42,94060,1634,50065
1,15,46,1128,1446,50062
2,9,39,1546,1446,50062
3,52,47,7299,1446,50062
4,3,7,3651,1446,50062
5,56,55,6112,1446,50062
6,24,54,4808,1446,50062
7,43,51,6203,1446,50062
8,24,11,18493,1446,50062
9,45,11,20114,1446,50062
1,44,50,1495,1431,50062
2,20,26,1917,1431,50062
3,39,10,15373,1431,50062
4,48,29,4759,1431,50062
5,45,6,17751,1431,50062
6,50,26,12784,1431,50062
7,32,5,28634,1431,50062
8,49,53,72012,1431,50062
1,2,15,1971,15010,50063
2,44,29,2552,15010,50063
3,24,38,4077,15010,50063
4,3,0,3481,15010,50063
5,9,5,3695,15010,50063
6,20,41,3996,15010,50063
7,27,39,4097,15010,50063
8,24,20,10221,15010,50063
9,29,31,5927,15010,50063
1,58,45,1092,15067,50063
2,58,40,1690,15067,50063
3,5,19,6446,15067,50063
4,59,36,2051,15067,50063
