task,x,y,update,rep,environment
9,30,44,50038,1143,50047
1,59,50,1100,1134,50047
2,59,49,1073,1134,50047
3,33,27,5430,1134,50047
4,41,31,3376,1134,50047
5,51,24,4213,1134,50047
6,34,26,5322,1134,50047
7,41,13,5501,1134,50047
8,43,28,16416,1134,50047
9,37,22,16369,1134,50047
1,37,31,691,1744,50013
2,32,13,797,1744,50013
3,55,7,3383,1744,50013
4,30,36,1180,1744,50013
5,25,47,1840,1744,50013
6,53,23,3145,1744,50013
7,49,24,2936,1744,50013
8,53,17,9549,1744,50013
9,56,36,6886,1744,50013
1,54,54,1748,1733,50013
2,5,35,3044,1733,50013
3,20,48,4389,1733,50013
4,2,34,2916,1733,50013
5,40,56,3884,1733,50013
6,43,43,4591,1733,50013
7,11,48,3654,1733,50013
8,5,11,7478,1733,50013
9,25,9,5827,1733,50013
1,18,51,1520,1149,50047
2,6,16,1666,1149,50047
3,49,4,3245,1149,50047
4,49,25,5920,1149,50047
5,37,46,10326,1149,50047
6,16,58,6245,1149,50047
7,46,26,8465,1149,50047
8,19,58,37321,1149,50047
9,4,4,67024,1149,50047
1,20,34,629,1317,50061
2,57,25,2349,1317,50061
3,28,50,1808,1317,50061
4,46,27,2807,1317,50061
5,32,21,3136,1317,50061
6,47,24,2594,1317,50061
7,31,21,3006,1317,50061
8,27,11,4104,1317,50061
9,21,29,24044,1317,50061
1,3,47,940,1360,50061
2,51,50,2230,1360,50061
3,35,24,2990,1360,50061
4,47,25,2656,1360,50061
5,26,10,3465,1360,50061
6,39,22,3198,1360,50061
7,10,24,3536,1360,50061
8,33,30,3882,1360,50061
9,26,17,4446,1360,50061
1,41,15,1299,1222,50048
2,8,18,1921,1222,50048
3,34,36,6191,1222,50048
4,36,3,2615,1222,50048
5,58,26,3408,1222,50048
6,32,48,5698,1222,50048
7,44,42,3487,1222,50048
8,15,41,36455,1222,50048
9,35,50,33960,1222,50048
1,44,19,1339,1639,50065
2,16,48,2761,1639,50065
3,53,12,4646,1639,50065
4,23,40,3297,1639,50065
5,37,28,4714,1639,50065
6,8,57,3775,1639,50065
7,48,11,5632,1639,50065
8,32,46,10565,1639,50065
9,29,45,55213,1639,50065
1,37,52,1456,1031,50060
2,25,23,1789,1031,50060
3,2,24,2838,1031,50060
4,42,52,2325,1031,50060
5,35,19,3536,1031,50060
6,16,3,3053,1031,50060
7,15,10,3570,1031,50060
8,16,16,16298,1031,50060
9,32,23,8346,1031,50060
1,4,1,1843,1046,50060
2,32,48,4059,1046,50060
3,7,31,8300,1046,50060
4,29,57,4389,1046,50060
5,8,43,4441,1046,50060
6,25,57,10770,1046,50060
7,38,25,11364,1046,50060
8,48,23,21836,1046,50060
9,33,20,68547,1046,50060
1,9,43,1567,1644,50065
2,9,27,565,1644,50065
3,18,19,3718,1644,50065
4,43,42,1970,1644,50065
5,38,20,3889,1644,50065
6,44,8,2236,1644,50065
7,7,39,6665,1644,50065
8,57,40,11711,1644,50065
9,16,55,8921,1644,50065
1,59,31,966,1587,50063
2,43,22,860,1587,50063
3,17,28,2064,1587,50063
4,30,7,1495,1587,50063
5,39,4,2167,1587,50063
6,13,19,2327,1587,50063
7,31,18,1847,1587,50063
8,27,16,14587,1587,50063
9,29,21,15326,1587,50063
1,43,39,1274,1633,50065
2,41,22,2170,1633,50065
3,40,46,3112,1633,50065
4,52,30,2665,1633,50065
5,41,25,2837,1633,50065
6,50,36,3130,1633,50065
7,50,20,2895,1633,50065
8,27,26,17610,1633,50065
9,39,57,10892,1633,50065
1,56,36,1750,16034,50065
2,16,39,3171,16034,50065
3,26,29,6158,16034,50065
4,36,51,4535,16034,50065
5,40,36,5756,16034,50065
6,42,38,5779,16034,50065
7,44,39,6845,16034,50065
8,23,47,8006,16034,50065
9,24,32,7419,16034,50065
1,32,53,1459,1569,50063
2,39,53,968,1569,50063
3,19,29,2019,1569,50063
4,33,58,1543,1569,50063
5,12,47,2313,1569,50063
6,27,50,2907,1569,50063
7,15,21,3824,1569,50063
8,15,24,14055,1569,50063
9,33,24,47515,1569,50063
1,20,31,1626,1436,50062
2,37,39,1325,1436,50062
3,49,16,9353,1436,50062
4,59,15,3535,1436,50062
5,48,12,10107,1436,50062
6,40,40,7132,1436,50062
7,22,36,16553,1436,50062
8,21,34,91474,1436,50062
9,41,17,19592,1436,50062
1,44,53,1480,1441,50062
2,24,37,2248,1441,50062
3,35,53,7701,1441,50062
4,17,30,3073,1441,50062
5,55,44,11946,1441,50062
6,51,42,4679,1441,50062
7,55,59,10727,1441,50062
8,22,28,45568,1441,50062
9,9,25,46610,1441,50062
1,38,12,2359,1106,50047
2,28,35,2539,1106,50047
3,41,54,8349,1106,50047
4,58,49,3688,1106,50047
5,7,42,14170,1106,50047
6,5,50,8146,1106,50047
7,16,59,25657,1106,50047
8,44,51,89420,1106,50047
1,10,2,1172,1171,50047
2,19,32,1412,1171,50047
3,9,9,2031,1171,50047
4,39,33,5076,1171,50047
5,36,33,4888,1171,50047
6,1,31,3731,1171,50047
7,4,28,12000,1171,50047
8,46,22,86266,1171,50047
9,29,14,58115,1171,50047
1,27,27,1075,1792,50013
2,37,25,1168,1792,50013
3,42,24,2157,1792,50013
4,30,23,989,1792,50013
5,38,32,1550,1792,50013
6,43,22,2927,1792,50013
7,5,30,2998,1792,50013
1,22,51,995,12002,50048
2,26,31,1775,12002,50048
3,23,41,4068,12002,50048
4,20,46,2971,12002,50048
5,28,50,3375,12002,50048
6,4,44,3723,12002,50048
7,16,30,4677,12002,50048
8,38,45,39651,12002,50048
9,19,33,54888,12002,50048
1,49,10,1311,1358,50061
2,35,26,1829,1358,50061
3,17,10,3256,1358,50061
4,47,22,2570,1358,50061
5,14,19,4819,1358,50061
6,24,11,4275,1358,50061
7,11,19,4460,1358,50061
8,25,13,22180,1358,50061
9,24,24,22762,1358,50061
1,33,13,1656,15025,50063
2,33,18,1421,15025,50063
3,4,19,2491,15025,50063
4,29,15,1601,15025,50063
5,14,4,2401,15025,50063
6,0,28,2764,15025,50063
7,29,35,4007,15025,50063
8,20,8,18883,15025,50063
9,32,13,15581,15025,50063
1,31,9,736,13017,50061
2,1,13,1156,13017,50061
3,10,9,2749,13017,50061
4,9,10,1966,13017,50061
5,8,27,2428,13017,50061
6,15,12,3481,13017,50061
7,18,20,2935,13017,50061
8,22,25,14760,13017,50061
9,29,16,12207,13017,50061
1,22,8,934,1325,50061
2,20,6,971,1325,50061
3,24,19,1303,1325,50061
4,16,12,1141,1325,50061
5,23,24,1229,1325,50061
6,11,33,2749,1325,50061
7,7,18,3608,1325,50061
8,25,16,67806,1325,50061
9,24,12,76795,1325,50061
1,50,9,1285,1195,50047
2,39,53,1706,1195,50047
3,40,33,15318,1195,50047
4,52,3,6086,1195,50047
5,58,30,15909,1195,50047
6,13,16,5527,1195,50047
7,45,28,29436,1195,50047
8,50,31,19149,1195,50047
9,19,10,97359,1195,50047
1,33,11,1272,1798,50013
2,45,51,1276,1798,50013
3,37,43,4394,1798,50013
4,14,57,2113,1798,50013
5,18,33,5110,1798,50013
6,39,42,4487,1798,50013
7,9,15,4474,1798,50013
8,8,17,18519,1798,50013
9,1,13,18432,1798,50013
1,35,51,1337,1701,50013
2,15,5,2528,1701,50013
3,8,27,3474,1701,50013
4,4,9,2805,1701,50013
5,21,27,3716,1701,50013
6,27,41,3454,1701,50013
7,45,43,6886,1701,50013
8,4,18,27009,1701,50013
9,48,38,14282,1701,50013
1,44,50,1098,1776,50013
2,10,7,998,1776,50013
3,51,7,3248,1776,50013
4,36,40,2360,1776,50013
5,38,49,3575,1776,50013
6,43,20,2881,1776,50013
7,50,12,3181,1776,50013
8,37,47,29554,1776,50013
9,35,43,29555,1776,50013
1,41,9,644,12008,50048
2,22,17,624,12008,50048
3,26,36,2046,12008,50048
4,54,42,943,12008,50048
5,25,29,2596,12008,50048
6,14,39,2821,12008,50048
7,26,42,4102,12008,50048
8,53,24,17055,12008,50048
9,40,49,17872,12008,50048
1,24,43,1267,1479,50062
2,33,51,2075,1479,50062
3,59,3,8685,1479,50062
4,36,30,4155,1479,50062
5,58,56,7697,1479,50062
6,31,8,5907,1479,50062
7,51,49,16742,1479,50062
1,6,49,963,1074,50060
2,24,25,1454,1074,50060
3,6,14,2252,1074,50060
4,34,26,2017,1074,50060
5,34,8,3519,1074,50060
6,8,13,2295,1074,50060
7,48,29,2944,1074,50060
8,34,26,12837,1074,50060
9,35,25,22324,1074,50060
1,23,7,1084,1497,50062
2,52,8,3408,1497,50062
3,40,17,6955,1497,50062
4,59,25,5182,1497,50062
5,20,28,11201,1497,50062
6,55,7,8493,1497,50062
7,47,16,9303,1497,50062
8,28,8,12113,1497,50062
9,29,14,12103,1497,50062
1,45,13,784,1692,50065
2,29,6,1085,1692,50065
3,47,24,3091,1692,50065
4,43,10,1879,1692,50065
5,25,14,5655,1692,50065
6,36,6,2378,1692,50065
7,37,17,6018,1692,50065
8,24,38,57881,1692,50065
9,56,23,31386,1692,50065
1,52,19,1261,1289,50048
2,45,50,1137,1289,50048
3,45,20,2273,1289,50048
4,8,7,1639,1289,50048
5,35,14,2772,1289,50048
6,49,16,3023,1289,50048
7,32,20,2753,1289,50048
8,51,26,11373,1289,50048
9,39,1,7627,1289,50048
1,27,0,412,1283,50048
2,35,2,626,1283,50048
3,15,53,2705,1283,50048
4,43,6,1069,1283,50048
5,23,24,1869,1283,50048
6,24,40,2311,1283,50048
7,10,44,2284,1283,50048
8,40,40,20922,1283,50048
9,43,43,27796,1283,50048
1,47,51,1178,1473,50062
2,49,1,1658,1473,50062
3,30,15,6523,1473,50062
4,35,46,3568,1473,50062
5,45,14,6746,1473,50062
6,48,9,6763,1473,50062
7,15,23,20608,1473,50062
8,7,50,38269,1473,50062
9,57,40,69343,1473,50062
1,24,1,1216,1090,50060
2,18,6,880,1090,50060
3,17,2,1776,1090,50060
4,20,3,1080,1090,50060
5,17,18,1924,1090,50060
6,5,31,2582,1090,50060
7,15,14,2542,1090,50060
8,43,30,3719,1090,50060
9,28,22,4139,1090,50060
1,41,55,1066,1404,50062
2,32,53,2305,1404,50062
3,34,29,12333,1404,50062
4,47,36,3713,1404,50062
5,40,54,15688,1404,50062
6,15,29,8042,1404,50062
7,42,26,34335,1404,50062
1,5,32,2701,1009,50060
2,21,51,969,1009,50060
3,14,17,3731,1009,50060
4,10,26,3361,1009,50060
5,32,27,3739,1009,50060
6,14,35,3514,1009,50060
7,47,14,4301,1009,50060
8,41,25,5112,1009,50060
9,43,25,5112,1009,50060
1,7,55,1125,1220,50048
2,0,42,2196,1220,50048
3,31,28,4741,1220,50048
4,54,6,2690,1220,50048
5,23,5,4507,1220,50048
6,21,12,4661,1220,50048
7,30,8,4316,1220,50048
8,9,40,30652,1220,50048
9,9,40,30653,1220,50048
1,51,56,1618,1449,50062
2,30,52,2930,1449,50062
3,56,51,5698,1449,50062
4,48,25,3615,1449,50062
5,52,27,3776,1449,50062
6,19,8,6233,1449,50062
7,47,13,5686,1449,50062
8,30,20,39686,1449,50062
9,53,0,48154,1449,50062
1,27,36,1773,1033,50060
2,5,12,2352,1033,50060
3,28,10,4357,1033,50060
4,42,33,3893,1033,50060
5,20,38,4636,1033,50060
6,31,4,4428,1033,50060
7,35,31,5474,1033,50060
8,15,21,38269,1033,50060
9,31,28,24057,1033,50060
1,34,59,1438,1044,50060
2,34,4,2142,1044,50060
3,29,0,2265,1044,50060
4,31,1,1864,1044,50060
5,33,26,3618,1044,50060
6,39,4,2455,1044,50060
7,41,4,2522,1044,50060
8,21,28,5158,1044,50060
9,30,19,4148,1044,50060
1,52,41,1103,1434,50062
2,48,38,958,1434,50062
3,49,24,4841,1434,50062
4,56,41,1412,1434,50062
5,53,8,7776,1434,50062
6,37,19,6947,1434,50062
7,41,3,11757,1434,50062
8,6,29,30294,1434,50062
9,6,26,29444,1434,50062
1,34,59,1442,1443,50062
2,6,49,1423,1443,50062
3,36,25,10860,1443,50062
4,43,5,4776,1443,50062
5,53,10,6908,1443,50062
6,59,51,9054,1443,50062
7,40,6,7035,1443,50062
8,13,40,52468,1443,50062
9,44,58,65218,1443,50062
1,25,59,1332,1039,50060
2,30,5,1425,1039,50060
3,27,44,3044,1039,50060
4,35,9,1835,1039,50060
5,27,17,2170,1039,50060
6,28,23,2248,1039,50060
7,31,54,2885,1039,50060
8,34,37,7175,1039,50060
9,35,31,11800,1039,50060
1,53,23,2503,1631,50065
2,37,7,1932,1631,50065
3,22,39,3142,1631,50065
4,23,5,2619,1631,50065
5,39,45,5298,1631,50065
6,22,13,3417,1631,50065
7,11,50,5959,1631,50065
8,29,42,6727,1631,50065
9,25,46,7976,1631,50065
1,20,22,965,1368,50061
2,16,30,1359,1368,50061
3,11,23,2312,1368,50061
4,13,37,1879,1368,50061
5,11,18,2335,1368,50061
6,20,16,2556,1368,50061
7,22,8,2796,1368,50061
8,26,8,7505,1368,50061
9,19,19,11127,1368,50061
1,33,42,710,15015,50063
2,35,41,937,15015,50063
3,12,20,2335,15015,50063
4,35,32,1523,15015,50063
5,26,31,2049,15015,50063
6,19,33,2292,15015,50063
7,19,14,2453,15015,50063
8,30,12,2950,15015,50063
9,27,14,2531,15015,50063
1,56,15,1265,1141,50047
2,58,59,1525,1141,50047
3,57,11,6937,1141,50047
4,9,2,3201,1141,50047
5,41,14,6564,1141,50047
6,56,5,7095,1141,50047
7,35,6,5452,1141,50047
8,48,0,28455,1141,50047
9,48,0,28456,1141,50047
1,9,21,819,1136,50047
2,39,13,1713,1136,50047
3,6,59,4886,1136,50047
4,21,39,2586,1136,50047
5,57,15,11266,1136,50047
6,30,17,9659,1136,50047
7,53,13,10164,1136,50047
8,55,44,39955,1136,50047
9,37,20,28437,1136,50047
1,36,36,1238,12032,50048
2,37,32,1755,12032,50048
3,44,24,5898,12032,50048
4,21,30,2431,12032,50048
5,56,20,3171,12032,50048
6,10,56,4509,12032,50048
7,44,27,5664,12032,50048
8,42,34,18421,12032,50048
9,22,38,16355,12032,50048
1,20,46,775,12038,50048
2,34,34,1219,12038,50048
3,24,59,2208,12038,50048
4,17,57,2266,12038,50048
5,16,47,3084,12038,50048
6,21,58,2148,12038,50048
7,9,51,3576,12038,50048
8,38,55,13145,12038,50048
9,29,27,17661,12038,50048
1,16,26,1873,1746,50013
2,5,30,1921,1746,50013
3,0,20,3568,1746,50013
4,17,17,2237,1746,50013
5,27,28,3111,1746,50013
6,48,26,4725,1746,50013
7,46,41,6692,1746,50013
8,49,0,20624,1746,50013
9,37,49,15530,1746,50013
1,6,56,1064,1731,50013
2,26,58,2673,1731,50013
3,25,39,4786,1731,50013
4,58,38,3431,1731,50013
5,29,22,4415,1731,50013
6,38,51,5382,1731,50013
7,14,2,5173,1731,50013
8,51,16,12911,1731,50013
9,40,41,11739,1731,50013
1,7,21,1241,1315,50061
2,13,12,1185,1315,50061
3,22,13,2504,1315,50061
4,6,22,1936,1315,50061
5,19,3,2381,1315,50061
6,12,12,2712,1315,50061
7,7,15,2700,1315,50061
8,27,11,10158,1315,50061
9,32,16,15049,1315,50061
1,36,40,1523,1362,50061
2,34,41,852,1362,50061
3,13,31,3498,1362,50061
4,34,49,1752,1362,50061
5,37,39,2531,1362,50061
6,33,17,2883,1362,50061
7,33,9,3638,1362,50061
8,21,13,7654,1362,50061
9,21,15,12283,1362,50061
1,18,57,933,15068,50063
2,46,26,1213,15068,50063
3,25,36,2710,15068,50063
4,39,0,1575,15068,50063
5,18,22,2872,15068,50063
6,10,13,2538,15068,50063
7,10,30,3299,15068,50063
8,21,29,4533,15068,50063
9,19,28,4516,15068,50063
1,42,31,1060,1609,50065
2,20,15,1256,1609,50065
3,24,37,5029,1609,50065
4,15,2,2470,1609,50065
5,29,14,3058,1609,50065
6,21,33,3830,1609,50065
7,23,33,4576,1609,50065
8,54,24,14615,1609,50065
9,38,48,24859,1609,50065
1,36,45,1800,1690,50065
2,24,49,1691,1690,50065
3,54,52,6273,1690,50065
4,44,33,3387,1690,50065
5,44,37,3519,1690,50065
6,39,19,3890,1690,50065
7,37,20,4079,1690,50065
8,40,1,12074,1690,50065
9,5,8,9647,1690,50065
1,12,19,1447,1098,50060
2,8,49,1895,1098,50060
3,8,27,2347,1098,50060
4,15,38,2346,1098,50060
5,33,36,3135,1098,50060
6,6,26,2498,1098,50060
7,13,18,3914,1098,50060
8,38,29,4368,1098,50060
9,38,21,15410,1098,50060
1,28,16,2071,1076,50060
2,31,58,2183,1076,50060
3,58,19,6425,1076,50060
4,52,14,5577,1076,50060
5,52,18,6075,1076,50060
6,33,19,6587,1076,50060
7,30,44,6544,1076,50060
8,22,9,18091,1076,50060
9,26,12,18079,1076,50060
1,28,3,1447,1495,50062
2,55,40,2573,1495,50062
3,37,45,4521,1495,50062
4,46,40,2359,1495,50062
5,54,8,6942,1495,50062
6,52,51,8775,1495,50062
7,38,59,5906,1495,50062
1,5,47,1006,16004,50065
2,26,31,1021,16004,50065
3,20,25,1844,16004,50065
4,23,28,1212,16004,50065
5,24,54,3615,16004,50065
6,15,31,2092,16004,50065
7,26,25,2932,16004,50065
8,24,20,12297,16004,50065
9,32,47,4566,16004,50065
1,47,24,1097,1471,50062
2,13,4,2973,1471,50062
3,40,5,5906,1471,50062
4,50,0,4023,1471,50062
5,50,8,7219,1471,50062
6,5,41,5257,1471,50062
7,33,8,9501,1471,50062
8,1,28,17410,1471,50062
9,42,5,15612,1471,50062
1,14,31,1200,1092,50060
2,12,39,2492,1092,50060
3,28,26,4582,1092,50060
4,25,26,3334,1092,50060
5,26,23,3550,1092,50060
6,14,27,4011,1092,50060
7,13,27,4159,1092,50060
8,33,28,18811,1092,50060
9,31,21,14267,1092,50060
1,8,5,2213,1406,50062
2,45,9,1327,1406,50062
3,53,15,6705,1406,50062
4,57,34,6029,1406,50062
5,43,6,7083,1406,50062
6,49,31,6662,1406,50062
7,37,40,14681,1406,50062
8,28,38,23398,1406,50062
9,19,44,23358,1406,50062
1,29,30,2298,1790,50013
2,26,25,2774,1790,50013
3,39,30,3975,1790,50013
4,31,19,3064,1790,50013
5,41,21,3427,1790,50013
6,38,32,3907,1790,50013
7,50,28,4194,1790,50013
8,48,22,27207,1790,50013
9,46,38,24034,1790,50013
1,36,24,736,12000,50048
2,18,23,721,12000,50048
3,26,58,3870,12000,50048
4,33,13,1637,12000,50048
5,39,44,2845,12000,50048
6,23,31,3341,12000,50048
7,24,41,3453,12000,50048
8,45,42,8228,12000,50048
9,25,22,7065,12000,50048
1,41,29,1034,1709,50013
2,21,2,1120,1709,50013
3,23,58,4877,1709,50013
4,36,2,1840,1709,50013
5,37,48,3202,1709,50013
6,42,39,3207,1709,50013
7,20,24,2943,1709,50013
8,41,25,10990,1709,50013
9,48,37,12610,1709,50013
1,1,11,1231,1104,50047
2,29,58,1926,1104,50047
3,38,24,12777,1104,50047
4,17,19,6207,1104,50047
5,7,12,6209,1104,50047
6,35,47,3042,1104,50047
7,7,24,9205,1104,50047
8,37,38,24238,1104,50047
9,33,39,24194,1104,50047
1,13,14,605,1173,50047
2,36,56,1010,1173,50047
3,8,22,13935,1173,50047
4,41,38,3714,1173,50047
5,51,52,3703,1173,50047
6,1,5,6444,1173,50047
7,5,15,8479,1173,50047
8,48,17,26289,1173,50047
9,53,18,38840,1173,50047
1,30,45,1012,13015,50061
2,58,3,1439,13015,50061
3,38,32,3046,13015,50061
4,30,19,2633,13015,50061
5,8,13,3254,13015,50061
6,14,13,2970,13015,50061
7,11,16,3603,13015,50061
8,21,8,4752,13015,50061
9,26,11,6401,13015,50061
1,13,51,962,15050,50063
2,25,51,2320,15050,50063
3,7,41,3364,15050,50063
4,7,52,2740,15050,50063
5,15,25,3802,15050,50063
6,6,45,3022,15050,50063
7,16,19,3773,15050,50063
8,18,19,3909,15050,50063
9,15,17,3841,15050,50063
1,34,39,864,1350,50061
2,45,49,891,1350,50061
3,16,30,2179,1350,50061
4,30,38,1528,1350,50061
5,16,5,2560,1350,50061
6,17,33,1998,1350,50061
7,21,19,2444,1350,50061
8,18,27,5875,1350,50061
9,16,25,4243,1350,50061
1,40,58,1210,1327,50061
2,55,53,1483,1327,50061
3,17,30,4575,1327,50061
4,15,37,5460,1327,50061
5,7,20,7746,1327,50061
6,10,3,7154,1327,50061
7,20,11,7661,1327,50061
8,21,19,11981,1327,50061
9,34,15,8473,1327,50061
1,29,9,784,1703,50013
2,23,10,1361,1703,50013
3,22,32,3254,1703,50013
4,55,32,1572,1703,50013
5,15,19,2711,1703,50013
6,10,16,2882,1703,50013
7,14,22,2850,1703,50013
8,35,53,16013,1703,50013
9,37,58,15561,1703,50013
1,36,30,633,1774,50013
2,53,46,844,1774,50013
3,7,13,2333,1774,50013
4,54,49,892,1774,50013
5,37,28,1113,1774,50013
6,54,48,1110,1774,50013
7,41,25,1348,1774,50013
8,35,54,7845,1774,50013
9,36,43,10456,1774,50013
1,17,11,1067,1179,50047
2,45,14,1273,1179,50047
3,55,1,12897,1179,50047
4,30,28,1285,1179,50047
5,7,30,18283,1179,50047
6,46,15,7305,1179,50047
7,29,36,22352,1179,50047
1,44,28,949,1197,50047
2,48,19,3397,1197,50047
3,39,21,10884,1197,50047
4,8,24,4683,1197,50047
5,15,47,14893,1197,50047
6,42,15,4644,1197,50047
7,35,14,35774,1197,50047
8,12,9,57425,1197,50047
9,19,41,44343,1197,50047
1,21,27,1025,1427,50062
2,56,39,2363,1427,50062
3,43,21,12925,1427,50062
4,43,41,3896,1427,50062
5,33,45,5037,1427,50062
6,10,46,9251,1427,50062
7,10,47,9511,1427,50062
1,35,27,1008,1450,50062
2,7,53,1303,1450,50062
3,58,58,6830,1450,50062
4,59,57,5163,1450,50062
5,44,48,5072,1450,50062
6,32,52,5796,1450,50062
7,27,55,15363,1450,50062
8,20,34,71260,1450,50062
9,59,56,49726,1450,50062
1,39,49,1058,17000,50013
2,48,47,2152,17000,50013
3,0,6,5873,17000,50013
4,43,46,3813,17000,50013
5,35,48,4283,17000,50013
6,7,13,4837,17000,50013
7,49,21,6839,17000,50013
8,30,58,8546,17000,50013
9,24,37,7762,17000,50013
1,18,56,1148,1622,50065
2,32,34,2412,1622,50065
3,23,29,2475,1622,50065
4,27,35,2215,1622,50065
5,15,29,4912,1622,50065
6,29,32,2377,1622,50065
7,47,28,6699,1622,50065
8,2,45,6281,1622,50065
9,32,45,31001,1622,50065
1,46,43,1742,1020,50060
2,41,56,1050,1020,50060
3,30,25,2764,1020,50060
4,37,48,1452,1020,50060
5,33,25,2254,1020,50060
6,37,53,1805,1020,50060
7,29,24,2603,1020,50060
8,42,31,7367,1020,50060
9,34,33,7362,1020,50060
1,39,48,1308,1057,50060
2,14,15,3226,1057,50060
3,41,29,14814,1057,50060
4,13,21,2666,1057,50060
5,27,15,3291,1057,50060
6,26,24,6561,1057,50060
7,15,15,7153,1057,50060
8,35,24,42685,1057,50060
9,35,33,24165,1057,50060
1,23,18,625,1628,50065
2,1,43,1134,1628,50065
3,13,40,2655,1628,50065
4,26,41,2070,1628,50065
5,29,23,3616,1628,50065
6,21,36,2082,1628,50065
7,29,35,3606,1628,50065
8,49,43,16597,1628,50065
9,15,24,14760,1628,50065
1,35,33,995,1233,50048
2,58,34,1862,1233,50048
3,55,25,2846,1233,50048
4,42,27,2608,1233,50048
5,18,23,3070,1233,50048
6,42,38,1649,1233,50048
7,13,53,4091,1233,50048
8,49,9,72063,1233,50048
9,58,16,29919,1233,50048
1,23,30,1532,1306,50061
2,18,27,1784,1306,50061
3,22,12,2470,1306,50061
4,15,32,2130,1306,50061
5,20,23,2381,1306,50061
6,9,50,3694,1306,50061
7,25,16,4482,1306,50061
8,21,9,44287,1306,50061
9,24,25,13655,1306,50061
1,38,16,1840,1371,50061
2,38,16,1841,1371,50061
3,12,18,4008,1371,50061
4,15,40,2655,1371,50061
5,15,34,3486,1371,50061
6,20,32,3705,1371,50061
7,32,32,5015,1371,50061
8,20,15,18353,1371,50061
9,32,18,20872,1371,50061
1,0,19,1565,1158,50047
2,13,22,1886,1158,50047
3,37,37,8030,1158,50047
4,6,36,4235,1158,50047
5,25,50,7071,1158,50047
6,46,34,7626,1158,50047
7,39,45,8308,1158,50047
8,27,22,47658,1158,50047
9,23,22,47646,1158,50047
1,57,32,1316,1755,50013
2,43,1,709,1755,50013
3,23,29,3439,1755,50013
4,51,1,2420,1755,50013
5,30,20,3056,1755,50013
6,55,27,3684,1755,50013
7,51,20,3512,1755,50013
8,8,34,9754,1755,50013
9,26,41,9364,1755,50013
1,32,18,1396,1722,50013
2,42,29,2218,1722,50013
3,44,19,2667,1722,50013
4,52,12,2411,1722,50013
5,17,48,3709,1722,50013
6,37,28,3074,1722,50013
7,25,11,3837,1722,50013
8,11,37,50120,1722,50013
1,57,44,1224,1152,50047
2,37,28,1152,1152,50047
3,19,8,1990,1152,50047
4,38,31,1179,1152,50047
5,9,33,6675,1152,50047
6,30,47,2460,1152,50047
7,27,1,8039,1152,50047
8,8,29,26651,1152,50047
9,42,15,14254,1152,50047
1,21,49,976,1125,50047
2,10,41,1662,1125,50047
3,17,33,10382,1125,50047
4,33,5,3647,1125,50047
5,13,21,7307,1125,50047
6,7,23,5337,1125,50047
7,19,55,13782,1125,50047
8,40,20,42462,1125,50047
9,39,7,51312,1125,50047
1,8,39,1327,1728,50013
2,10,36,781,1728,50013
3,15,31,2462,1728,50013
4,7,41,1865,1728,50013
5,12,27,2553,1728,50013
6,20,29,2267,1728,50013
7,37,30,2948,1728,50013
8,47,51,35520,1728,50013
9,34,46,24904,1728,50013
1,23,3,1361,1395,50061
2,16,41,1563,1395,50061
3,12,18,3219,1395,50061
4,31,42,1234,1395,50061
5,20,24,3339,1395,50061
6,55,19,4321,1395,50061
7,33,35,3569,1395,50061
8,16,23,5773,1395,50061
9,15,5,7347,1395,50061
1,38,53,1209,15071,50063
2,51,12,1297,15071,50063
3,12,15,2983,15071,50063
4,33,56,2284,15071,50063
5,16,9,3643,15071,50063
6,19,8,3696,15071,50063
7,15,17,3821,15071,50063
8,29,15,23197,15071,50063
9,14,17,7240,15071,50063
1,10,2,727,15006,50063
2,23,33,1716,15006,50063
3,8,19,3065,15006,50063
4,30,10,2591,15006,50063
5,34,13,2666,15006,50063
6,4,43,2449,15006,50063
7,30,38,3337,15006,50063
8,15,22,31976,15006,50063
9,14,19,31949,15006,50063
1,42,56,1576,1689,50065
2,19,30,1630,1689,50065
3,5,1,3089,1689,50065
4,19,33,2735,1689,50065
5,22,31,4924,1689,50065
6,11,17,3365,1689,50065
7,15,42,8620,1689,50065
8,34,48,39791,1689,50065
9,24,36,18452,1689,50065
1,25,52,869,16017,50065
2,59,8,1672,16017,50065
3,29,27,4379,16017,50065
4,36,34,2643,16017,50065
5,51,28,3340,16017,50065
6,55,20,3682,16017,50065
7,35,43,6199,16017,50065
8,16,35,17747,16017,50065
9,16,34,17880,16017,50065
1,21,50,2175,1610,50065
2,7,55,1638,1610,50065
3,26,18,6132,1610,50065
4,57,41,3197,1610,50065
5,26,30,6312,1610,50065
6,48,21,6531,1610,50065
7,42,24,7473,1610,50065
8,34,39,34335,1610,50065
9,20,26,29706,1610,50065
1,33,29,1012,1667,50065
2,42,26,1537,1667,50065
3,43,35,4056,1667,50065
4,45,33,2698,1667,50065
5,34,46,2391,1667,50065
6,13,23,4081,1667,50065
7,24,40,4538,1667,50065
8,54,46,17913,1667,50065
9,37,48,16450,1667,50065
1,45,19,989,1018,50060
2,6,30,1815,1018,50060
3,54,17,3869,1018,50060
4,47,14,1942,1018,50060
5,35,24,2936,1018,50060
6,23,54,4657,1018,50060
7,33,42,4398,1018,50060
8,37,33,27543,1018,50060
9,29,9,8840,1018,50060
1,27,44,1495,1081,50060
2,32,44,1922,1081,50060
3,28,44,2043,1081,50060
