env, ud, task, x, y, div, rank
50065,1147,1,18,56,0.0,0.0
50065,2474,3,23,29,0.0,0.0
50065,2411,2,32,34,0.0,0.0
50065,31000,9,32,45,2.05134643325,83.7222222222
50065,2376,6,29,32,0.0,0.0
50065,6698,7,47,28,1.32151018874,43.2222222222
50060,7361,9,34,33,1.33543127956,37.1944444444
50060,7366,8,42,31,1.79293503962,65.4444444444
50060,2602,7,29,24,1.24151018874,80.7777777778
50060,1741,1,46,43,0.0,0.0
50060,1451,4,37,48,0.0,0.0
50060,1049,2,41,56,0.0,0.0
50060,2763,3,30,25,1.46438145772,81.1666666667
50060,2253,5,33,25,0.998845535995,83.5
50060,1804,6,37,53,0.0,0.0
50060,3290,5,27,15,0.795040279385,50.4166666667
50060,3225,2,14,15,0.904381457724,73.1666666667
50060,1307,1,39,48,0.0,0.0
50060,24164,9,35,33,1.02111918856,18.3333333333
50060,2665,4,13,21,0.795040279385,62.8333333333
50060,7152,7,15,15,1.32151018874,36.4444444444
50060,6560,6,26,24,0.764114054554,13.0
50060,14813,3,41,29,1.82904103608,44.6388888889
50060,42684,8,35,24,1.97972183241,67.0833333333
50065,2654,3,13,40,0.0,0.0
50065,2081,6,21,36,0.0,0.0
50065,2069,4,26,41,0.0,0.0
50065,3615,5,29,23,0.0,0.0
50065,16596,8,49,43,1.92385618977,58.7222222222
50065,1133,2,1,43,0.0,0.0
50065,14759,9,15,24,1.81366068969,45.6388888889
50065,624,1,23,18,0.0,0.0
50065,3605,7,29,35,0.0,0.0
50048,2845,3,55,25,0.242292189082,98.6111111111
50048,4090,7,13,53,0.0,0.0
50048,3069,5,18,23,0.0,0.0
50048,994,1,35,33,0.0,0.0
50048,72062,8,49,9,2.38268318926,86.3888888889
50048,1648,6,42,38,0.0,0.0
50048,29918,9,58,16,0.747584679825,5.44444444444
50048,1861,2,58,34,0.0,0.0
50048,2607,4,42,27,0.0,0.0
50065,3582,6,20,9,0.721928094887,39.3611111111
50065,13832,8,36,47,1.25543127956,16.7777777778
50065,1784,4,56,5,0.0,0.0
50065,3703,7,29,32,1.42696081427,76.6111111111
50065,29748,9,30,44,1.85524191736,38.4444444444
50065,607,1,20,19,0.0,0.0
50065,2475,3,43,6,0.0,0.0
50065,1266,2,44,7,0.0,0.0
50065,2530,5,40,3,0.0,0.0
50061,2380,5,20,23,0.0,0.0
50061,2469,3,22,12,0.0,0.0
50061,44286,8,21,9,1.37131468865,32.2222222222
50061,13654,9,24,25,0.402179190202,0.222222222222
50061,1783,2,18,27,0.0,0.0
50061,2129,4,15,32,0.634309554641,88.2777777778
50061,4481,7,25,16,1.35418595764,85.0277777778
50061,1531,1,23,30,0.0,0.0
50061,3693,6,9,50,0.795040279385,52.3888888889
50061,18352,8,20,15,1.70438145772,72.6111111111
50061,1840,2,38,16,0.0,0.0
50061,4007,3,12,18,0.764114054554,60.6388888889
50061,2654,4,15,40,0.0,0.0
50061,5014,7,32,32,1.40936086529,74.6388888889
50061,3704,6,20,32,0.916118213778,83.0833333333
50061,1839,1,38,16,0.0,0.0
50061,3485,5,15,34,0.634309554641,72.9722222222
50061,20871,9,32,18,0.874309554641,10.8333333333
50048,16592,8,38,18,1.89972183241,61.75
50048,1416,6,32,16,0.0,0.0
50048,1864,7,51,25,0.0,0.0
50048,2111,5,40,33,0.0,0.0
50048,1453,3,32,15,0.0,0.0
50048,823,4,19,0,0.0,0.0
50048,489,2,21,6,0.0,0.0
50048,690,1,40,8,0.0,0.0
50048,17892,9,39,23,0.916118213778,5.11111111111
50047,1885,2,13,22,0.0,0.0
50047,8307,7,39,45,0.0,0.0
50047,47657,8,27,22,1.25543127956,30.3333333333
50047,8029,3,37,37,0.0,0.0
50047,4234,4,6,36,0.0,0.0
50047,1564,1,0,19,0.0,0.0
50047,47645,9,23,22,2.07030833267,83.0277777778
50047,7625,6,46,34,0.0,0.0
50047,7070,5,25,50,0.0,0.0
50061,1728,2,58,37,0.0,0.0
50061,3150,5,17,23,1.90371645121,70.7222222222
50061,7191,9,26,17,2.00385618977,59.0555555556
50061,1257,1,21,26,1.02631371386,68.7777777778
50061,3528,6,33,8,1.98268318926,78.3055555556
50061,4807,7,41,17,1.75533621343,46.0
50061,3566,3,31,11,1.90904103608,73.0277777778
50061,2839,4,15,28,1.45131468865,43.75
50061,14375,8,18,26,1.41543127956,20.7222222222
50063,1496,1,14,58,0.970950594455,94.6666666667
50063,1725,4,3,51,0.970950594455,91.7222222222
50063,1508,2,5,53,0.0,0.0
50063,2627,5,0,26,0.566509506553,37.6944444444
50063,17321,9,23,12,1.70190118891,41.0277777778
50063,5122,7,9,23,1.82904103608,97.3611111111
50063,4932,6,16,39,0.764114054554,30.0277777778
50063,6338,3,25,33,0.639556365374,17.3055555556
50063,24751,8,15,21,1.83933083224,46.6944444444
50013,3511,7,51,20,0.0,0.0
50013,1315,1,57,32,0.0,0.0
50013,9363,9,26,41,1.16399045755,32.3333333333
50013,9753,8,8,34,1.83533621343,66.8055555556
50013,3055,5,30,20,0.0,0.0
50013,2419,4,51,1,0.0,0.0
50013,3683,6,55,27,0.0,0.0
50013,708,2,43,1,0.0,0.0
50013,3438,3,23,29,0.0,0.0
50013,2410,4,52,12,0.721928094887,36.4166666667
50013,3836,7,25,11,1.02111918856,24.4722222222
50013,3073,6,37,28,0.764114054554,18.4722222222
50013,3708,5,17,48,1.59955636537,68.0555555556
50013,1395,1,32,18,0.0,0.0
50013,2666,3,44,19,1.63485091719,73.4722222222
50013,2217,2,42,29,0.529360865287,35.5555555556
50013,50119,8,11,37,0.874309554641,1.91666666667
50047,1223,1,57,44,0.0,0.0
50047,6674,5,9,33,0.989587521222,97.3611111111
50047,26650,8,8,29,1.70952633232,52.3055555556
50047,2459,6,30,47,0.0,0.0
50047,1151,2,37,28,0.0,0.0
50047,14253,9,42,15,1.70115093316,62.5277777778
50047,1178,4,38,31,0.0,0.0
50047,8038,7,27,1,1.36096404744,87.3888888889
50047,1989,3,19,8,0.0,0.0
50047,5336,6,7,23,0.639556365374,71.1666666667
50047,10381,3,17,33,0.904381457724,74.7222222222
50047,13781,7,19,55,0.0,0.0
50047,42461,8,40,20,1.82904103608,76.0277777778
50047,3646,4,33,5,0.998845535995,97.6388888889
50047,7306,5,13,21,0.942683189255,79.0833333333
50047,1661,2,10,41,0.0,0.0
50047,51311,9,39,7,0.719556365374,5.72222222222
50047,975,1,21,49,0.0,0.0
50013,2461,3,15,31,0.904381457724,72.3611111111
50013,1326,1,8,39,0.0,0.0
50013,24903,9,34,46,2.05972183241,58.4444444444
50013,2552,5,12,27,0.634309554641,56.6944444444
50013,1864,4,7,41,0.0,0.0
50013,35519,8,47,51,1.48151018874,17.9722222222
50013,2947,7,37,30,1.82545139931,99.0277777778
50013,780,2,10,36,0.0,0.0
50013,2266,6,20,29,0.795040279385,74.5
50061,4320,6,55,19,0.0,0.0
50061,3568,7,33,35,1.33972183241,77.0555555556
50061,1233,4,31,42,0.0,0.0
50061,3218,3,12,18,0.0,0.0
50061,7346,9,15,5,2.31962753634,94.9166666667
50061,3338,5,20,24,0.0,0.0
50061,1360,1,23,3,0.0,0.0
50061,5772,8,16,23,1.58296619547,59.0
50061,1562,2,16,41,0.0,0.0
50065,2174,1,21,50,0.0,0.0
50065,29705,9,20,26,1.73366068969,28.8611111111
50065,34334,8,34,39,2.33287868934,69.0
50065,6530,6,48,21,2.70760131151,95.5833333333
50065,6311,5,26,30,2.4177968116,89.2777777778
50065,7472,7,42,24,2.22268318926,72.7222222222
50065,3196,4,57,41,1.18296619547,87.5277777778
50065,1637,2,7,55,0.0,0.0
50065,6131,3,26,18,1.57366068969,35.4444444444
50065,17912,8,54,46,2.82449845156,98.1666666667
50065,2697,4,45,33,0.85545081056,72.6666666667
50065,4055,3,43,35,1.38438145772,63.6666666667
50065,1536,2,42,26,0.0,0.0
50065,16449,9,37,48,2.27248768917,72.3333333333
50065,1011,1,33,29,0.0,0.0
50065,2390,5,34,46,0.0,0.0
50065,4080,6,13,23,1.73701481125,86.0277777778
50065,4537,7,24,40,0.794309554641,17.75
50065,8619,7,15,42,2.72170627757,99.4722222222
50065,1575,1,42,56,0.0,0.0
50065,18451,9,24,36,1.95173743342,50.5
50065,3364,6,11,17,0.904381457724,92.7222222222
50065,39790,8,34,48,1.83933083224,42.1666666667
50065,3088,3,5,1,0.881290899231,95.8611111111
50065,2734,4,19,33,0.0,0.0
50065,1629,2,19,30,0.0,0.0
50065,4923,5,22,31,1.6973206586,98.3055555556
50060,2398,4,33,41,1.2994705708,74.6666666667
50060,3924,5,52,32,2.28735181444,89.5555555556
50060,2943,6,39,33,1.77287868934,79.4166666667
50060,1921,2,32,44,1.02111918856,99.0277777778
50060,1494,1,27,44,0.0,0.0
50060,2271,7,19,30,0.482179190202,36.3611111111
50060,2042,3,28,44,0.998845535995,91.1666666667
50060,9015,9,16,20,1.3834651896,29.6388888889
50060,6789,8,40,29,1.48399045755,46.8055555556
50062,10264,6,51,10,0.634309554641,73.4722222222
50062,11763,5,28,8,0.0,0.0
50062,1299,4,43,5,0.0,0.0
50062,967,1,42,11,0.0,0.0
50062,14464,7,41,12,1.03504027938,83.6111111111
50062,1303,2,48,5,0.0,0.0
50062,15814,3,36,14,2.06631371386,99.5833333333
50062,730,1,22,1,0.0,0.0
50062,2048,2,7,1,0.0,0.0
50062,37095,9,42,33,3.06449845156,99.0833333333
50062,5183,6,18,46,0.0,0.0
50062,2480,4,9,21,0.0,0.0
50062,13940,7,24,41,1.79248768917,84.6111111111
50062,3595,3,18,8,0.0,0.0
50062,39622,8,38,6,1.64151018874,30.1944444444
50062,13419,5,45,9,0.634309554641,8.33333333333
50060,988,1,45,19,0.0,0.0
50060,1814,2,6,30,0.0,0.0
50060,3868,3,54,17,1.01543127956,39.75
50060,2935,5,35,24,0.0,0.0
50060,8839,9,29,9,1.4634651896,36.1666666667
50060,27542,8,37,33,2.02952633232,68.3055555556
50060,4656,6,23,54,0.639556365374,17.3611111111
50060,4397,7,33,42,1.37095059445,75.25
50060,1941,4,47,14,0.0,0.0
50048,5236,5,57,22,2.09131468865,83.7777777778
50048,7435,7,26,23,2.43740581143,91.7777777778
50048,4503,6,56,55,0.0,0.0
50048,4164,4,11,9,1.93923653617,79.4722222222
50048,26927,8,41,20,2.80229218908,90.5277777778
50048,2432,1,7,6,0.0,0.0
50048,7225,3,20,24,2.0139119513,61.4444444444
50048,3782,2,39,2,1.95508495182,93.1944444444
50048,22284,9,46,14,1.97701481125,42.0833333333
50065,3764,5,33,24,2.5834651896,98.8611111111
50065,9174,9,26,47,1.37131468865,19.5277777778
50065,9505,8,18,59,1.55893853235,26.8888888889
50065,4035,3,54,9,1.32151018874,23.7777777778
50065,4695,6,43,12,1.81972183241,60.3888888889
50065,1856,2,18,55,0.0,0.0
50065,1300,1,23,9,0.0,0.0
50065,6161,7,49,9,1.70952633232,48.4166666667
50065,3414,4,53,21,0.529360865287,14.5833333333
50048,6769,7,29,34,1.09712456976,41.0833333333
50048,926,2,25,39,0.0,0.0
50048,1789,4,43,1,0.0,0.0
50048,3265,6,32,14,0.0,0.0
50048,3966,3,0,15,0.0,0.0
50048,741,1,46,19,0.0,0.0
50048,3122,5,28,26,0.0,0.0
50048,26614,8,21,42,2.44307418943,97.0555555556
50048,29766,9,32,22,1.02631371386,14.6388888889
50013,95417,8,25,50,2.08154193334,55.8888888889
50013,3925,7,22,40,1.09712456976,53.6388888889
50013,3488,3,12,14,0.242292189082,14.7777777778
50013,2150,2,21,33,0.0,0.0
50013,1681,1,29,7,0.0,0.0
50013,3331,5,38,18,1.20980033866,69.5555555556
50013,2991,4,45,19,0.866313713865,54.9722222222
50013,3969,6,7,21,0.402179190202,5.94444444444
50048,7279,9,58,13,2.16096404744,82.2777777778
50048,2529,4,33,10,0.0,0.0
50048,14888,8,38,20,1.03504027938,11.3055555556
50048,4505,5,50,50,1.88943203625,82.5
50048,1808,2,35,6,0.0,0.0
50048,1982,3,44,22,0.0,0.0
50048,4746,7,28,25,1.4634651896,47.8333333333
50048,1453,1,26,2,0.0,0.0
50048,3837,6,47,32,0.242292189082,31.4444444444
50063,6638,3,33,11,1.85715631436,78.7222222222
50063,4776,4,54,32,0.0,0.0
50063,5888,7,32,28,1.94952633232,83.3611111111
50063,84621,8,24,18,1.18631371386,16.5277777778
50063,3092,1,18,7,2.43907957062,97.1944444444
50063,5898,6,28,17,1.6234651896,65.8333333333
50063,93601,9,18,26,1.24399045755,21.0555555556
50063,4176,2,6,57,0.402179190202,23.2222222222
50063,5582,5,22,24,0.634309554641,25.4166666667
50065,3201,4,14,16,1.70952633232,87.1388888889
50065,7970,8,13,35,1.37131468865,34.3055555556
50065,5453,5,7,20,0.529360865287,2.08333333333
50065,4281,3,23,32,1.42696081427,44.0833333333
50065,1487,2,3,18,0.0,0.0
50065,1303,1,2,25,0.0,0.0
50065,7673,9,23,28,1.44385618977,38.25
50065,4637,7,22,15,1.37131468865,44.1111111111
50065,3202,6,11,5,1.59955636537,82.3888888889
50062,2687,2,37,41,0.904381457724,81.5277777778
50062,4598,5,56,47,1.75662381108,99.6944444444
50062,20606,9,58,48,1.73935387217,66.5555555556
50062,3708,3,49,49,1.54958752122,98.9722222222
50062,3907,6,50,57,1.09712456976,92.3333333333
50062,1986,4,44,8,0.0,0.0
50062,1069,1,18,18,0.0,0.0
50062,13471,8,38,38,2.04011283258,99.6388888889
50062,3015,7,26,45,1.18296619547,95.25
50062,29720,9,37,0,0.905587261698,31.1944444444
50062,834,2,12,52,0.0,0.0
50062,9176,7,57,2,1.20229218908,77.7222222222
50062,8825,3,14,17,0.0,0.0
50062,8276,6,2,13,0.0,0.0
50062,682,1,10,39,0.0,0.0
50062,3254,4,15,57,0.0,0.0
50062,8472,5,55,23,1.60273953953,89.5277777778
50062,33542,8,11,5,1.71033777697,74.5555555556
50060,1521,4,15,23,0.970950594455,93.4722222222
50060,652,1,42,22,0.904381457724,96.1388888889
50060,1693,6,22,14,0.0,0.0
50060,1161,2,26,12,0.0,0.0
50060,3278,7,35,28,0.874309554641,38.4166666667
50060,20251,8,18,18,1.73134643325,56.25
50060,1840,5,24,13,0.634309554641,59.5555555556
50060,19422,9,43,35,1.68385618977,54.0555555556
50060,1588,3,17,3,0.0,0.0
50060,17156,9,27,22,2.44307418943,84.7777777778
50060,4440,3,29,13,1.78952633232,78.5833333333
50060,18630,8,18,16,1.48151018874,29.5833333333
50060,3184,5,4,13,0.482179190202,7.22222222222
50060,6125,7,4,26,1.09543127956,24.3888888889
50060,4444,6,22,42,1.39999583875,48.2777777778
50060,1205,1,9,41,0.866313713865,83.8333333333
50060,2297,4,8,14,0.942683189255,37.4722222222
50060,1535,2,36,46,0.794309554641,52.5833333333
50013,9108,7,48,34,1.32151018874,34.5
50013,726,1,23,23,0.0,0.0
50013,3500,4,51,27,2.17883007356,91.8611111111
50013,26840,8,26,43,1.09543127956,12.5277777778
50013,5505,3,3,39,1.77923653617,65.3055555556
50013,4787,5,38,14,1.54438145772,54.0277777778
50013,1893,2,55,56,0.0,0.0
50013,5844,6,32,41,1.59418595764,52.5833333333
50013,26422,9,38,33,1.70438145772,58.2777777778
50063,1965,4,50,6,0.0,0.0
50063,22671,9,22,20,1.46438145772,42.9166666667
50063,4527,5,22,14,1.31999583875,55.4166666667
50063,1432,1,48,7,0.0,0.0
50063,3134,6,4,42,0.721928094887,36.9722222222
50063,23287,8,33,22,1.84385618977,65.3611111111
50063,3903,7,14,8,0.998845535995,68.8888888889
50063,3288,3,27,20,0.482179190202,11.5833333333
50063,1695,2,49,7,0.0,0.0
50013,1420,1,0,48,0.0,0.0
50013,4718,5,0,41,1.7055872617,60.4722222222
50013,6972,6,30,16,3.10927507071,99.8055555556
50013,26816,8,32,36,1.5394705708,35.8055555556
50013,5779,3,44,52,1.22523577947,22.1666666667
50013,26686,9,24,43,1.39999583875,32.4444444444
50013,1509,2,6,44,0.0,0.0
50013,3432,4,45,41,1.14523577947,19.6944444444
50013,7069,7,17,32,1.32151018874,24.0277777778
50013,1843,2,25,36,0.0,0.0
50013,3602,6,17,50,1.57366068969,63.6388888889
50013,1011,1,22,53,0.0,0.0
50013,3118,5,8,29,2.03173743342,97.0555555556
50013,92142,9,29,44,1.56151018874,37.7222222222
50013,7904,3,27,19,0.95104566058,12.1944444444
50013,85263,8,33,50,1.54438145772,31.3888888889
50013,4307,7,18,47,0.721928094887,10.1111111111
50013,2782,4,3,31,1.14523577947,70.9166666667
50047,16991,7,58,40,1.74273764861,68.4444444444
50047,80707,9,50,54,3.04721031134,94.9444444444
50047,6475,6,26,0,0.0,0.0
50047,1015,1,46,30,0.0,0.0
50047,956,2,16,22,0.0,0.0
50047,2895,4,21,20,0.0,0.0
50047,12350,5,26,17,0.916118213778,33.9722222222
50047,15416,3,59,32,1.10330740861,25.1666666667
50048,43426,8,46,16,1.54438145772,19.5277777778
50048,3125,7,9,21,0.0,0.0
50048,2495,4,42,27,0.0,0.0
50048,4612,6,30,31,0.529360865287,12.6111111111
50048,1137,2,38,11,0.0,0.0
50048,28779,9,35,7,0.639556365374,2.52777777778
50048,1917,1,4,21,0.0,0.0
50048,4041,5,26,7,1.01543127956,95.1388888889
50048,4754,3,29,28,0.866313713865,48.5
50061,2860,3,23,15,1.20229218908,84.25
50061,10984,9,50,29,2.85151077749,98.5555555556
50061,1675,2,43,15,0.0,0.0
50061,2609,6,26,15,0.0,0.0
50061,700,1,46,17,0.998845535995,99.1944444444
50061,7571,8,28,21,0.996118213778,12.7222222222
50061,2634,7,8,22,1.15854883189,95.0277777778
50061,2449,5,26,20,0.0,0.0
50061,1730,4,43,17,0.0,0.0
50061,35025,8,32,25,1.48151018874,25.9444444444
50061,4635,6,34,0,0.836640741941,19.9166666667
50061,3556,3,10,7,1.42696081427,79.8611111111
50061,2436,4,37,24,0.904381457724,88.8888888889
50061,1366,2,54,35,0.0,0.0
50061,1462,1,55,32,0.0,0.0
50061,6073,7,20,24,1.48151018874,42.8611111111
50061,37450,9,28,15,1.68385618977,43.5
50061,3796,5,16,12,0.242292189082,10.9722222222
50048,4404,7,43,12,0.996118213778,26.7222222222
50048,4555,6,34,31,1.81972183241,74.0833333333
50048,8523,8,46,20,1.73366068969,48.1111111111
50048,5634,3,26,38,1.25972183241,38.9722222222
50048,1037,1,51,55,0.0,0.0
50048,1538,4,54,29,0.0,0.0
50048,33316,9,33,16,2.6634651896,96.8333333333
50048,1116,2,32,19,0.0,0.0
50048,4014,5,35,23,2.04943203625,91.6111111111
50061,2743,4,37,25,1.24151018874,93.3055555556
50061,1449,1,53,43,0.0,0.0
50061,4310,6,39,19,0.529360865287,21.1944444444
50061,4149,3,32,28,1.12385618977,62.3888888889
50061,4678,7,40,17,1.02111918856,50.1111111111
50061,10496,9,20,15,0.764114054554,11.7222222222
50061,4511,5,35,28,1.19747762414,64.2222222222
50061,1627,2,12,8,0.0,0.0
50061,4619,8,30,23,1.07832207955,51.1111111111
50013,4566,4,35,16,1.3834651896,56.6944444444
50013,6442,6,35,13,1.24151018874,27.5833333333
50013,2256,2,19,6,0.0,0.0
50013,6387,3,22,34,1.81366068969,62.6944444444
50013,7283,9,17,19,1.37131468865,30.75
50013,1257,1,13,5,0.0,0.0
50013,6496,7,24,28,1.22523577947,27.8611111111
50013,6245,5,39,10,2.53366068969,96.0
50013,18702,8,4,22,2.29469395165,88.3333333333
50047,8968,6,55,26,0.0,0.0
50047,7953,5,10,1,0.881290899231,74.0833333333
50047,1164,1,26,17,0.0,0.0
50047,1043,2,12,32,0.0,0.0
50047,15465,3,10,51,1.59170568882,96.5555555556
50047,42676,9,37,44,1.6234651896,53.7777777778
50047,24796,8,27,30,1.51662381108,92.0277777778
50047,3500,4,49,21,0.0,0.0
50047,20589,7,32,37,0.634309554641,18.5
50047,51768,8,36,38,2.25287868934,81.8611111111
50047,24820,5,9,35,1.64307418943,73.0833333333
50047,802,2,41,17,0.0,0.0
50047,19634,3,10,16,0.85545081056,65.8611111111
50047,36781,7,37,32,1.90268318926,71.5833333333
50047,981,4,42,17,0.0,0.0
50047,1397,1,33,48,0.0,0.0
50047,1568,6,23,11,0.0,0.0
50048,4740,3,31,28,1.42927507071,58.5277777778
50048,4506,5,23,5,1.35933083224,68.5277777778
50048,4315,7,30,8,1.40567805525,78.0
50048,2195,2,0,42,0.0,0.0
50048,2689,4,54,6,1.68154193334,99.4166666667
50048,30651,8,9,40,1.81366068969,38.9444444444
50048,1124,1,7,55,0.0,0.0
50048,30652,9,9,40,1.81366068969,39.5
50048,4660,6,21,12,1.02631371386,43.1666666667
50065,3955,4,45,6,0.998845535995,58.0
50065,5348,7,34,45,1.4594705708,62.1388888889
50065,1251,2,56,29,0.0,0.0
50065,5364,6,36,49,0.634309554641,5.44444444444
50065,4944,5,55,43,0.866313713865,14.8611111111
50065,15232,9,15,1,1.46899559359,24.2777777778
50065,1204,1,9,54,0.0,0.0
50065,36661,8,22,29,0.639556365374,4.27777777778
50065,4842,3,53,53,0.795040279385,13.4722222222
50060,3892,4,42,33,1.81134643325,77.4444444444
50060,4635,5,20,38,1.49845453582,46.4444444444
50060,5473,7,35,31,1.59418595764,45.0277777778
50060,24056,9,31,28,1.56151018874,52.7222222222
50060,2351,2,5,12,0.0,0.0
50060,4427,6,31,4,1.83933083224,66.8888888889
50060,4356,3,28,10,2.7394705708,97.3888888889
50060,38268,8,15,21,1.83933083224,46.9444444444
50060,1772,1,27,36,0.0,0.0
50060,3617,5,33,26,1.31999583875,54.3333333333
50060,2264,3,29,0,0.0,0.0
50060,2141,2,34,4,0.0,0.0
50060,4147,9,30,19,1.64514071335,56.6388888889
50060,1863,4,31,1,0.0,0.0
50060,2521,7,41,4,1.36154193334,62.75
50060,2454,6,39,4,1.19747762414,55.5555555556
50060,5157,8,21,28,1.33543127956,35.0555555556
50060,1437,1,34,59,0.0,0.0
50062,1617,1,51,56,0.0,0.0
50062,2929,2,30,52,0.0,0.0
50062,6232,6,19,8,0.0,0.0
50062,5697,3,56,51,0.0,0.0
50062,3775,5,52,27,0.0,0.0
50062,39685,8,30,20,1.70190118891,54.0833333333
50062,5685,7,47,13,0.0,0.0
50062,3614,4,48,25,0.0,0.0
50062,48153,9,53,0,1.24194603221,29.0
50060,1834,4,35,9,0.0,0.0
50060,3043,3,27,44,1.03504027938,45.0555555556
50060,2247,6,28,23,0.0,0.0
50060,1424,2,30,5,0.0,0.0
50060,2884,7,31,54,0.0,0.0
50060,1331,1,25,59,0.0,0.0
50060,11799,9,35,31,1.57366068969,54.8333333333
50060,2169,5,27,17,0.0,0.0
50060,7174,8,34,37,1.37131468865,53.0833333333
50062,30293,8,6,29,0.529360865287,14.6111111111
50062,11756,7,41,3,1.24151018874,55.8888888889
50062,4840,3,49,24,0.0,0.0
50062,6946,6,37,19,0.0,0.0
50062,1411,4,56,41,0.242292189082,97.2777777778
50062,29443,9,6,26,0.721928094887,25.4722222222
50062,1102,1,52,41,0.0,0.0
50062,7775,5,53,8,0.0,0.0
50062,957,2,48,38,0.0,0.0
50062,6907,5,53,10,0.0,0.0
50062,9053,6,59,51,0.0,0.0
50062,7034,7,40,6,0.0,0.0
50062,10859,3,36,25,0.0,0.0
50062,4775,4,43,5,0.0,0.0
50062,65217,9,44,58,1.63875868092,36.6666666667
50062,52467,8,13,40,1.32151018874,21.3055555556
50062,1441,1,34,59,0.0,0.0
50062,1422,2,6,49,0.0,0.0
50065,2618,4,23,5,0.0,0.0
50065,1931,2,37,7,0.0,0.0
50065,5297,5,39,45,0.529360865287,29.6111111111
50065,3141,3,22,39,0.795040279385,76.0
50065,3416,6,22,13,0.0,0.0
50065,6726,8,29,42,0.721928094887,17.6111111111
50065,7975,9,25,46,1.02111918856,39.9444444444
50065,5958,7,11,50,0.998845535995,82.1944444444
50065,2502,1,53,23,0.0,0.0
50061,964,1,20,22,0.0,0.0
50061,7504,8,26,8,1.14523577947,31.1666666667
50061,11126,9,19,19,1.49366068969,51.6944444444
50061,1358,2,16,30,0.0,0.0
50061,1878,4,13,37,0.0,0.0
50061,2555,6,20,16,0.639556365374,68.0
50061,2311,3,11,23,0.529360865287,63.5555555556
50061,2334,5,11,18,0.529360865287,60.1388888889
50061,2795,7,22,8,0.529360865287,47.4166666667
50048,17054,8,53,24,1.2994705708,24.1111111111
50048,623,2,22,17,0.0,0.0
50048,2045,3,26,36,0.942683189255,95.1111111111
50048,2820,6,14,39,1.18296619547,86.0833333333
50048,2595,5,25,29,1.69923653617,98.3888888889
50048,643,1,41,9,0.0,0.0
50048,17871,9,40,49,0.954309554641,6.41666666667
50048,942,4,54,42,0.0,0.0
50048,4101,7,26,42,0.529360865287,10.1388888889
50047,6563,5,41,14,1.51418595764,84.6944444444
50047,28455,9,48,0,1.55460976127,51.8333333333
50047,3200,4,9,2,0.0,0.0
50047,28454,8,48,0,1.55460976127,50.5277777778
50047,1264,1,56,15,0.0,0.0
50047,1524,2,58,59,0.0,0.0
50047,7094,6,56,5,1.48399045755,74.3888888889
50047,5451,7,35,6,1.18296619547,91.7777777778
50047,6936,3,57,11,1.16399045755,52.8888888889
50047,10163,7,53,13,0.0,0.0
50047,2585,4,21,39,0.0,0.0
50047,4885,3,6,59,0.0,0.0
50047,28436,9,37,20,1.09543127956,71.1111111111
50047,39954,8,55,44,1.49868857045,68.1388888889
50047,9658,6,30,17,0.989587521222,92.6666666667
50047,818,1,9,21,0.0,0.0
50047,11265,5,57,15,0.0,0.0
50047,1712,2,39,13,0.0,0.0
50063,3459,7,18,16,1.33543127956,57.9722222222
50063,2845,3,17,35,2.24321569253,99.1388888889
50063,2241,2,39,5,0.529360865287,24.1388888889
50063,3136,4,21,24,1.2994705708,62.25
50063,3243,5,13,19,1.09712456976,46.75
50063,1729,1,13,13,0.904381457724,69.2777777778
50063,4991,8,33,27,1.59933083224,60.6666666667
50063,16629,9,25,13,1.75533621343,71.3055555556
50063,3047,6,28,46,1.25543127956,56.9166666667
50013,20623,8,49,0,2.07290559532,88.3611111111
50013,1872,1,16,26,0.0,0.0
50013,3110,5,27,28,0.0,0.0
50013,1920,2,5,30,0.0,0.0
50013,6691,7,46,41,1.73366068969,69.4722222222
50013,3567,3,0,20,0.0,0.0
50013,4724,6,48,26,1.35933083224,87.6111111111
50013,2236,4,17,17,0.0,0.0
50013,15529,9,37,49,2.03173743342,80.1944444444
50013,4414,5,29,22,1.73134643325,80.1666666667
50013,4785,3,25,39,1.60273953953,75.3888888889
50013,3430,4,58,38,0.881290899231,72.8888888889
50013,12910,8,51,16,0.721928094887,2.47222222222
50013,2672,2,26,58,0.0,0.0
50013,1063,1,6,56,0.0,0.0
50013,11738,9,40,41,1.68385618977,52.8888888889
50013,5381,6,38,51,1.40092427723,53.4722222222
50013,5172,7,14,2,1.16399045755,40.3888888889
50061,2934,7,18,20,0.0,0.0
50061,2748,3,10,9,0.904381457724,97.6944444444
50061,14759,8,22,25,0.916118213778,29.9444444444
50061,3480,6,15,12,0.85545081056,85.5833333333
50061,735,1,31,9,0.0,0.0
50061,12206,9,29,16,0.996118213778,33.0
50061,2427,5,8,27,0.0,0.0
50061,1965,4,9,10,0.0,0.0
50061,1155,2,1,13,0.0,0.0
50063,18882,8,20,8,1.82904103608,53.9166666667
50063,4006,7,29,35,2.75740581143,97.1111111111
50063,1600,4,29,15,1.51430295147,88.9166666667
50063,2490,3,4,19,1.56514071335,75.5555555556
50063,2763,6,0,28,0.699842839886,25.0555555556
50063,1655,1,33,13,1.66337265808,92.1388888889
50063,15580,9,32,13,0.794309554641,20.9166666667
50063,2400,5,14,4,1.24399045755,55.0
50063,1420,2,33,18,0.795040279385,54.0833333333
50063,3793,5,21,17,0.242292189082,5.55555555556
